cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio
22831595;Empresa Comercial 606;2;2011-10-27;4781400;49940.67787520121;RJ;Niterói
85524262;Empresa Comercial 607;2;2011-10-28;4711302;215682.99122772802;RJ;Duque de Caxias
87189210;Empresa Comercial 608;2;2011-10-29;4781400;196820.4211031761;SP;Rio de Janeiro
10448345;Empresa Comercial 609;2;2011-10-30;5611201;27777.89445506386;RJ;Niterói
86246546;Empresa Comercial 610;2;2011-10-31;5611201;319368.8998650471;MG;Niterói
84936358;Empresa Comercial 611;2;2011-11-01;4781400;34945.7460131222;SP;Niterói
25814828;Empresa Comercial 612;2;2011-11-02;4711302;244373.91546815765;RJ;Duque de Caxias
58763532;Empresa Comercial 613;2;2011-11-03;4711302;96591.46843822295;SP;Duque de Caxias
48538877;Empresa Comercial 614;2;2011-11-04;4711302;64685.33289821472;RJ;Niterói
83851335;Empresa Comercial 615;2;2011-11-05;4781400;30838.91975997791;RJ;Duque de Caxias
54196734;Empresa Comercial 616;2;2011-11-07;4781400;32518.896675052812;SP;Niterói
99630668;Empresa Comercial 617;2;2011-11-08;5611201;167657.8449877741;SP;Rio de Janeiro
90558427;Empresa Comercial 618;2;2011-11-09;4711302;124919.68573058631;RJ;Niterói
48503931;Empresa Comercial 619;2;2011-11-10;4781400;24530.897188195762;RJ;Niterói
29164528;Empresa Comercial 620;2;2011-11-11;4781400;22935.458573995802;RJ;Duque de Caxias
97580056;Empresa Comercial 621;2;2011-11-12;4781400;16258.74099532615;RJ;Duque de Caxias
30812709;Empresa Comercial 622;2;2011-11-13;4711302;209250.41718328375;RJ;Duque de Caxias
99589817;Empresa Comercial 623;2;2011-11-14;4711302;191657.81845266093;RJ;Rio de Janeiro
62203051;Empresa Comercial 624;2;2011-11-15;5611201;14031.145482479371;RJ;Rio de Janeiro
49301804;Empresa Comercial 625;2;2011-11-16;4711302;128239.18230531923;MG;Rio de Janeiro
14848287;Empresa Comercial 626;2;2011-11-17;4781400;18271.602144213295;RJ;Duque de Caxias
61152700;Empresa Comercial 627;2;2011-11-19;5611201;356114.3547581557;RJ;Niterói
53750190;Empresa Comercial 628;2;2011-11-20;4711302;361462.8733060391;SP;Niterói
79334164;Empresa Comercial 629;2;2011-11-21;4711302;184715.00732087792;SP;Niterói
62187215;Empresa Comercial 630;2;2011-11-22;4711302;395936.9663968064;MG;Duque de Caxias
88998740;Empresa Comercial 631;2;2011-11-23;4711302;255261.21914134227;RJ;Duque de Caxias
65257851;Empresa Comercial 632;2;2011-11-24;4781400;269509.5455294741;RJ;Rio de Janeiro
58518372;Empresa Comercial 633;2;2011-11-25;4711302;6574681.627860515;RJ;Duque de Caxias
22842659;Empresa Comercial 634;2;2011-11-26;4781400;59805.2933205342;RJ;Niterói
43978002;Empresa Comercial 635;2;2011-11-27;4781400;41846.552807902044;RJ;Rio de Janeiro
12373139;Empresa Comercial 636;2;2011-11-28;4781400;64446.08046206426;RJ;Rio de Janeiro
65553464;Empresa Comercial 637;2;2011-11-30;5611201;153529.1170488852;RJ;Duque de Caxias
52801198;Empresa Comercial 638;2;2011-12-01;4781400;33430.30351915203;RJ;Rio de Janeiro
28892008;Empresa Comercial 639;2;2011-12-02;4711302;49890.389134593555;RJ;Rio de Janeiro
45427853;Empresa Comercial 640;2;2011-12-03;5611201;99683.9299903961;RJ;Duque de Caxias
66882318;Empresa Comercial 641;2;2011-12-04;4711302;44800.069587638005;RJ;Rio de Janeiro
83190814;Empresa Comercial 642;2;2011-12-05;4781400;138244.31846598996;RJ;Niterói
20986868;Empresa Comercial 643;2;2011-12-06;4711302;389935.7837083864;RJ;Duque de Caxias
50480309;Empresa Comercial 644;2;2011-12-07;5611201;211802.13202570583;RJ;Niterói
49521538;Empresa Comercial 645;2;2011-12-08;5611201;169683.85854558035;RJ;Niterói
88815702;Empresa Comercial 646;3;2011-12-09;4711302;136100.20352668056;RJ;Niterói
70972984;Empresa Comercial 647;2;2011-12-10;4711302;105399.33790782045;RJ;Niterói
48673354;Empresa Comercial 648;2;2011-12-12;4711302;35973.178289380536;SP;Rio de Janeiro
65454431;Empresa Comercial 649;2;2011-12-13;5611201;342656.1734862584;RJ;Rio de Janeiro
75557447;Empresa Comercial 650;2;2011-12-14;4781400;47859.79667100804;RJ;Duque de Caxias
93845477;Empresa Comercial 651;2;2011-12-15;4711302;19362.50627981535;MG;Duque de Caxias
87982667;Empresa Comercial 652;2;2011-12-16;4781400;212953.2619817027;RJ;Niterói
65860631;Empresa Comercial 653;2;2011-12-17;5611201;33967.74100097512;RJ;Niterói
67681017;Empresa Comercial 654;2;2011-12-18;4711302;74757.42805983749;RJ;Duque de Caxias
12667867;Empresa Comercial 655;4;2011-12-19;4711302;9303.89803944713;SP;Duque de Caxias
66987271;Empresa Comercial 656;2;2011-12-20;5611201;27112.89789774197;RJ;Duque de Caxias
51241273;Empresa Comercial 657;2;2011-12-21;4711302;33529.52637862488;RJ;Duque de Caxias
55718843;Empresa Comercial 658;2;2011-12-23;4781400;13391.951417504639;RJ;Niterói
78452891;Empresa Comercial 659;2;2011-12-24;5611201;165353.78077181763;RJ;Duque de Caxias
75432283;Empresa Comercial 660;2;2011-12-25;5611201;277107.9359498168;RJ;Rio de Janeiro
81275364;Empresa Comercial 661;2;2011-12-26;4711302;75096.78580588402;SP;Niterói
34244264;Empresa Comercial 662;2;2011-12-27;5611201;316408.86235941586;RJ;Rio de Janeiro
52734307;Empresa Comercial 663;2;2011-12-28;4711302;40995.12527603139;RJ;Duque de Caxias
84993343;Empresa Comercial 664;2;2011-12-29;4711302;64043.17410895693;RJ;Rio de Janeiro
77606426;Empresa Comercial 665;2;2011-12-30;5611201;29507.953434273433;RJ;Duque de Caxias
55791733;Empresa Comercial 666;2;2011-12-31;4711302;150358.50154576555;SP;Rio de Janeiro
14578238;Empresa Comercial 667;2;2012-01-01;4781400;86675.3536082131;RJ;Niterói
30814992;Empresa Comercial 668;2;2012-01-03;4781400;147509.45247444487;RJ;Rio de Janeiro
31288948;Empresa Comercial 669;2;2012-01-04;4711302;220117.9390461819;RJ;Niterói
15562067;Empresa Comercial 670;4;2012-01-05;4781400;123350.62176444296;RJ;Rio de Janeiro
48791628;Empresa Comercial 671;2;2012-01-06;4711302;153180.23726794956;RJ;Rio de Janeiro
37345820;Empresa Comercial 672;2;2012-01-07;4781400;415583.96508878167;SP;Niterói
45154828;Empresa Comercial 673;2;2012-01-08;5611201;58300.87039532019;RJ;Niterói
30088365;Empresa Comercial 674;2;2012-01-09;4711302;71747.24139070598;SP;Duque de Caxias
68842658;Empresa Comercial 675;2;2012-01-10;4711302;194719.52781204545;SP;Niterói
53109628;Empresa Comercial 676;2;2012-01-11;4711302;146744.24522488692;SP;Niterói
23021573;Empresa Comercial 677;2;2012-01-12;4711302;34499.50947868293;RJ;Duque de Caxias
62827729;Empresa Comercial 678;2;2012-01-13;4711302;75776.15183258896;RJ;Niterói
54620658;Empresa Comercial 679;2;2012-01-15;4711302;99621.10240691801;MG;Niterói
39933823;Empresa Comercial 680;2;2012-01-16;5611201;86551.35873601967;SP;Rio de Janeiro
90155332;Empresa Comercial 681;2;2012-01-17;5611201;34452.38847735824;SP;Duque de Caxias
94461358;Empresa Comercial 682;2;2012-01-18;4781400;392404.56717646366;RJ;Duque de Caxias
65519128;Empresa Comercial 683;2;2012-01-19;4711302;220523.72568047975;RJ;Rio de Janeiro
61509697;Empresa Comercial 684;2;2012-01-20;4781400;103480.58629291087;SP;Duque de Caxias
96966281;Empresa Comercial 685;2;2012-01-21;4781400;175943.752225303;RJ;Rio de Janeiro
17136029;Empresa Comercial 686;2;2012-01-22;5611201;346366.1679738863;RJ;Niterói
97350522;Empresa Comercial 687;2;2012-01-23;4781400;26957.612622796376;RJ;Duque de Caxias
69994988;Empresa Comercial 688;2;2012-01-24;5611201;2411346.9785447675;RJ;Niterói
46869124;Empresa Comercial 689;2;2012-01-26;4781400;122362.75636373028;RJ;Duque de Caxias
31496823;Empresa Comercial 690;2;2012-01-27;4711302;245675.29565334154;RJ;Niterói
16285088;Empresa Comercial 691;4;2012-01-28;4781400;10539.265054049329;RJ;Duque de Caxias
59907857;Empresa Comercial 692;2;2012-01-29;5611201;625445.2381878701;RJ;Duque de Caxias
89569119;Empresa Comercial 693;3;2012-01-30;5611201;96019.71922148213;RJ;Niterói
81021806;Empresa Comercial 694;2;2012-01-31;5611201;71762.97213270229;RJ;Rio de Janeiro
17468810;Empresa Comercial 695;3;2012-02-01;4781400;56950.23896306117;SP;Duque de Caxias
11635156;Empresa Comercial 696;2;2012-02-02;4781400;33738.86722868764;RJ;Rio de Janeiro
35301054;Empresa Comercial 697;2;2012-02-03;5611201;240225.61697999327;RJ;Rio de Janeiro
87264088;Empresa Comercial 698;2;2012-02-04;4711302;471550.85984061717;SP;Rio de Janeiro
15001045;Empresa Comercial 699;2;2012-02-05;4711302;85074.41790232071;MG;Rio de Janeiro
81572282;Empresa Comercial 700;2;2012-02-07;4781400;461803.606401498;RJ;Rio de Janeiro
38267184;Empresa Comercial 701;2;2012-02-08;4781400;265418.3048428681;RJ;Rio de Janeiro
14345760;Empresa Comercial 702;2;2012-02-09;5611201;103392.48682758358;RJ;Duque de Caxias
33930984;Empresa Comercial 703;2;2012-02-10;4781400;173140.73073617983;RJ;Rio de Janeiro
46805730;Empresa Comercial 704;2;2012-02-11;4781400;90635.23201392841;SP;Duque de Caxias
48019582;Empresa Comercial 705;2;2012-02-12;5611201;127712.51118145561;MG;Duque de Caxias
68720660;Empresa Comercial 706;2;2012-02-13;5611201;13969.87934847774;MG;Duque de Caxias
65229238;Empresa Comercial 707;2;2012-02-14;4781400;183739.1972661168;RJ;Niterói
28100699;Empresa Comercial 708;2;2012-02-15;4711302;13140.655015773025;RJ;Rio de Janeiro
11722320;Empresa Comercial 709;2;2012-02-16;4781400;259810.0137092574;MG;Niterói
23298372;Empresa Comercial 710;2;2012-02-18;4711302;266399.91362109873;RJ;Rio de Janeiro
39702914;Empresa Comercial 711;2;2012-02-19;4711302;45589.78207028903;RJ;Niterói
91550308;Empresa Comercial 712;3;2012-02-20;4711302;63659.52240487864;SP;Duque de Caxias
41657524;Empresa Comercial 713;2;2012-02-21;5611201;103467.44099193192;RJ;Niterói
41206052;Empresa Comercial 714;2;2012-02-22;5611201;141197.39111718527;RJ;Duque de Caxias
40413513;Empresa Comercial 715;2;2012-02-23;5611201;55815.50013493747;SP;Niterói
35329097;Empresa Comercial 716;2;2012-02-24;4781400;139652.1475986959;RJ;Rio de Janeiro
22243026;Empresa Comercial 717;2;2012-02-25;5611201;58027.79096880313;RJ;Rio de Janeiro
66024141;Empresa Comercial 718;2;2012-02-26;5611201;13563.465187765001;RJ;Niterói
85356616;Empresa Comercial 719;2;2012-02-27;4781400;5379.612421795026;RJ;Niterói
27864557;Empresa Comercial 720;2;2012-02-28;4781400;20996.04311888448;RJ;Rio de Janeiro
16195200;Empresa Comercial 721;2;2012-03-01;4711302;240713.48232142598;RJ;Niterói
81086130;Empresa Comercial 722;2;2012-03-02;4781400;493297.1800031459;RJ;Niterói
63363404;Empresa Comercial 723;2;2012-03-03;4781400;88521.5862453756;SP;Rio de Janeiro
94729603;Empresa Comercial 724;2;2012-03-04;5611201;112826.36002477718;RJ;Duque de Caxias
52489277;Empresa Comercial 725;2;2012-03-05;4711302;28822.66263995236;SP;Rio de Janeiro
23832640;Empresa Comercial 726;2;2012-03-06;4711302;125120.33322101101;RJ;Rio de Janeiro
76360176;Empresa Comercial 727;3;2012-03-07;4781400;28437.540214359535;RJ;Niterói
40061031;Empresa Comercial 728;2;2012-03-08;5611201;146709.06007317468;RJ;Rio de Janeiro
77201057;Empresa Comercial 729;2;2012-03-09;5611201;411039.6262297641;RJ;Rio de Janeiro
71902171;Empresa Comercial 730;2;2012-03-10;5611201;37667.16934462273;SP;Niterói
90197726;Empresa Comercial 731;2;2012-03-12;5611201;221947.2450699931;RJ;Niterói
95072967;Empresa Comercial 732;2;2012-03-13;4781400;8567.451468985584;RJ;Duque de Caxias
75812633;Empresa Comercial 733;2;2012-03-14;5611201;75619.92980103793;RJ;Rio de Janeiro
97220897;Empresa Comercial 734;2;2012-03-15;4711302;22606.278521899123;RJ;Duque de Caxias
42043445;Empresa Comercial 735;2;2012-03-16;4711302;70189.78371352464;RJ;Duque de Caxias
91052418;Empresa Comercial 736;2;2012-03-17;4781400;33590.00488674414;RJ;Duque de Caxias
96601594;Empresa Comercial 737;4;2012-03-18;5611201;75094.29264825853;RJ;Duque de Caxias
46213003;Empresa Comercial 738;2;2012-03-19;5611201;86069.78696370161;RJ;Rio de Janeiro
26689088;Empresa Comercial 739;2;2012-03-20;5611201;58627.96427187165;RJ;Rio de Janeiro
98720437;Empresa Comercial 740;2;2012-03-21;5611201;8266924.379909421;RJ;Rio de Janeiro
17102173;Empresa Comercial 741;2;2012-03-23;4781400;381722.18940726994;RJ;Duque de Caxias
55388538;Empresa Comercial 742;2;2012-03-24;5611201;81772.76098808991;RJ;Niterói
48720111;Empresa Comercial 743;2;2012-03-25;4781400;37042.70139181061;SP;Rio de Janeiro
58515838;Empresa Comercial 744;2;2012-03-26;5611201;52355.19725193552;SP;Duque de Caxias
71356950;Empresa Comercial 745;2;2012-03-27;5611201;293623.1446513695;SP;Duque de Caxias
32064334;Empresa Comercial 746;2;2012-03-28;4711302;132168.6004141969;RJ;Duque de Caxias
24681316;Empresa Comercial 747;2;2012-03-29;4781400;4802422.954666298;MG;Duque de Caxias
71681549;Empresa Comercial 748;2;2012-03-30;4711302;29313.74515119022;RJ;Duque de Caxias
81209537;Empresa Comercial 749;2;2012-03-31;4781400;94601.19808665068;MG;Duque de Caxias
58840101;Empresa Comercial 750;2;2012-04-01;5611201;53961.772620782904;RJ;Rio de Janeiro
72468859;Empresa Comercial 751;2;2012-04-02;5611201;435135.5009532754;RJ;Niterói
60305761;Empresa Comercial 752;2;2012-04-04;4781400;328215.44931633124;RJ;Rio de Janeiro
39367077;Empresa Comercial 753;2;2012-04-05;4711302;18144.878687529635;RJ;Rio de Janeiro
71580593;Empresa Comercial 754;2;2012-04-06;4781400;114053.22035147648;SP;Duque de Caxias
60011985;Empresa Comercial 755;2;2012-04-07;4781400;43245.13054968105;SP;Rio de Janeiro
84062621;Empresa Comercial 756;2;2012-04-08;5611201;84342.60666661165;MG;Niterói
42843745;Empresa Comercial 757;2;2012-04-09;4711302;15957519.2499394;RJ;Niterói
29350835;Empresa Comercial 758;2;2012-04-10;4781400;5873111.968325197;RJ;Duque de Caxias
79562616;Empresa Comercial 759;2;2012-04-11;4711302;66018.33860330854;RJ;Niterói
70084389;Empresa Comercial 760;2;2012-04-12;4711302;39957.939509522825;MG;Duque de Caxias
67597408;Empresa Comercial 761;2;2012-04-13;4781400;246659.52951007953;RJ;Niterói
20320855;Empresa Comercial 762;2;2012-04-15;4711302;151931.71788967052;SP;Niterói
28130254;Empresa Comercial 763;2;2012-04-16;5611201;99685.22646878459;RJ;Rio de Janeiro
81766557;Empresa Comercial 764;2;2012-04-17;5611201;41786.20425566608;RJ;Niterói
89945266;Empresa Comercial 765;2;2012-04-18;5611201;66025.3412075038;MG;Duque de Caxias
53558992;Empresa Comercial 766;2;2012-04-19;5611201;487245.37015903665;RJ;Niterói
61628164;Empresa Comercial 767;2;2012-04-20;4711302;115123.48439724634;RJ;Niterói
75377052;Empresa Comercial 768;2;2012-04-21;5611201;81798.76582873848;RJ;Rio de Janeiro
97349431;Empresa Comercial 769;2;2012-04-22;4781400;115540.42406857289;SP;Duque de Caxias
91251088;Empresa Comercial 770;2;2012-04-23;5611201;231431.08539691975;RJ;Duque de Caxias
45409403;Empresa Comercial 771;2;2012-04-24;4781400;67352.07693382536;RJ;Duque de Caxias
26045907;Empresa Comercial 772;2;2012-04-25;4781400;34531.1421500615;RJ;Rio de Janeiro
72754884;Empresa Comercial 773;2;2012-04-27;5611201;136898.42583268572;RJ;Niterói
58458273;Empresa Comercial 774;2;2012-04-28;5611201;169135.1295434699;RJ;Duque de Caxias
25734209;Empresa Comercial 775;2;2012-04-29;4711302;192093.64663068383;RJ;Niterói
79800140;Empresa Comercial 776;2;2012-04-30;4781400;325544.8245570218;MG;Niterói
46081386;Empresa Comercial 777;2;2012-05-01;5611201;74585.1323073734;MG;Niterói
83658410;Empresa Comercial 778;2;2012-05-02;4711302;16751.79300339396;RJ;Rio de Janeiro
67395058;Empresa Comercial 779;2;2012-05-03;5611201;481762.98567312816;SP;Niterói
35827438;Empresa Comercial 780;2;2012-05-04;5611201;90642.59878509975;RJ;Rio de Janeiro
26663288;Empresa Comercial 781;2;2012-05-05;5611201;151429.00616743864;RJ;Rio de Janeiro
23081782;Empresa Comercial 782;2;2012-05-06;4781400;169629.3267784844;RJ;Rio de Janeiro
69387253;Empresa Comercial 783;2;2012-05-08;5611201;123618.535782864;RJ;Duque de Caxias
53669391;Empresa Comercial 784;2;2012-05-09;4711302;39460.57303727575;RJ;Rio de Janeiro
78181511;Empresa Comercial 785;2;2012-05-10;5611201;216062.16754784464;RJ;Duque de Caxias
48660995;Empresa Comercial 786;2;2012-05-11;5611201;249256.3973777614;SP;Rio de Janeiro
18234679;Empresa Comercial 787;2;2012-05-12;4711302;125771.31026740931;RJ;Rio de Janeiro
33240984;Empresa Comercial 788;2;2012-05-13;4711302;105579.09076632507;RJ;Rio de Janeiro
32383810;Empresa Comercial 789;2;2012-05-14;4781400;23145.28401125187;RJ;Rio de Janeiro
75438362;Empresa Comercial 790;2;2012-05-15;4781400;18152.9216617875;RJ;Niterói
58566364;Empresa Comercial 791;2;2012-05-16;4781400;67228.45044756422;RJ;Niterói
28727583;Empresa Comercial 792;2;2012-05-17;4781400;60843.611940673305;RJ;Rio de Janeiro
79019569;Empresa Comercial 793;2;2012-05-18;4711302;465750.9764022832;SP;Niterói
45156028;Empresa Comercial 794;2;2012-05-20;5611201;234609.77480047764;SP;Duque de Caxias
30568697;Empresa Comercial 795;2;2012-05-21;5611201;166788.05377316708;RJ;Niterói
31900338;Empresa Comercial 796;2;2012-05-22;5611201;114362.19883347426;RJ;Niterói
51311634;Empresa Comercial 797;2;2012-05-23;4781400;32474.442130380787;MG;Niterói
49902996;Empresa Comercial 798;2;2012-05-24;4711302;580653.3686738944;RJ;Rio de Janeiro
64481924;Empresa Comercial 799;2;2012-05-25;4711302;75510.31228254312;RJ;Duque de Caxias
15723601;Empresa Comercial 800;2;2012-05-26;4711302;21962.808447006035;RJ;Rio de Janeiro
26618153;Empresa Comercial 801;2;2012-05-27;5611201;107123.18740337066;RJ;Duque de Caxias
99165628;Empresa Comercial 802;2;2012-05-28;4781400;315718.63869599445;SP;Rio de Janeiro
12382357;Empresa Comercial 803;2;2012-05-29;4711302;332441.90282958635;RJ;Niterói
85012933;Empresa Comercial 804;2;2012-05-31;4781400;6653.972737445369;RJ;Duque de Caxias
23630084;Empresa Comercial 805;2;2012-06-01;4711302;331123.1680544599;RJ;Niterói
62576779;Empresa Comercial 806;2;2012-06-02;4781400;52511.89838037379;RJ;Duque de Caxias
90890201;Empresa Comercial 807;2;2012-06-03;4711302;10962.816927237887;MG;Duque de Caxias
92537517;Empresa Comercial 808;2;2012-06-04;4781400;287374.3863411847;RJ;Rio de Janeiro
98132129;Empresa Comercial 809;2;2012-06-05;4711302;304118.1706239088;RJ;Rio de Janeiro
26099248;Empresa Comercial 810;2;2012-06-06;4711302;141036.88167074564;MG;Niterói
24677069;Empresa Comercial 811;2;2012-06-07;4781400;133150.19915842818;RJ;Niterói
85589337;Empresa Comercial 812;2;2012-06-08;4781400;256593.50572220347;RJ;Duque de Caxias
22433196;Empresa Comercial 813;2;2012-06-09;5611201;11824201.143661844;RJ;Duque de Caxias
49010202;Empresa Comercial 814;2;2012-06-10;4781400;336235.1333988613;RJ;Rio de Janeiro
44626632;Empresa Comercial 815;2;2012-06-12;4711302;125694.7774590309;RJ;Rio de Janeiro
87998328;Empresa Comercial 816;2;2012-06-13;4711302;519657.7089376073;RJ;Rio de Janeiro
63237806;Empresa Comercial 817;2;2012-06-14;4781400;838828.9002610702;RJ;Rio de Janeiro
22457080;Empresa Comercial 818;2;2012-06-15;5611201;23587.172128332855;MG;Rio de Janeiro
11222869;Empresa Comercial 819;2;2012-06-16;4781400;289112.44973440777;RJ;Duque de Caxias
92716910;Empresa Comercial 820;2;2012-06-17;4711302;108918.76388401535;RJ;Duque de Caxias
60066487;Empresa Comercial 821;2;2012-06-18;4711302;78547.19747858381;RJ;Niterói
13125354;Empresa Comercial 822;2;2012-06-19;5611201;147427.61759789503;SP;Duque de Caxias
72802750;Empresa Comercial 823;2;2012-06-20;4781400;13638.894132645313;RJ;Rio de Janeiro
19818159;Empresa Comercial 824;2;2012-06-21;4711302;110923.0454778893;SP;Duque de Caxias
21145552;Empresa Comercial 825;2;2012-06-23;4711302;312064.2409777786;RJ;Duque de Caxias
25152994;Empresa Comercial 826;2;2012-06-24;4711302;41017.044072784774;MG;Duque de Caxias
85191987;Empresa Comercial 827;2;2012-06-25;4781400;88370.80589656887;RJ;Niterói
32937902;Empresa Comercial 828;2;2012-06-26;4781400;425719.4087440612;RJ;Niterói
86415031;Empresa Comercial 829;2;2012-06-27;5611201;88940.37562754336;RJ;Duque de Caxias
77744469;Empresa Comercial 830;2;2012-06-28;4711302;71560.96630138696;SP;Duque de Caxias
84588685;Empresa Comercial 831;2;2012-06-29;4711302;92116.58824047138;RJ;Rio de Janeiro
52758171;Empresa Comercial 832;2;2012-06-30;5611201;114924.4632066674;RJ;Niterói
10067661;Empresa Comercial 833;2;2012-07-01;4711302;154947.32295619271;RJ;Rio de Janeiro
17585153;Empresa Comercial 834;2;2012-07-02;5611201;246936.18958594577;SP;Rio de Janeiro
33335437;Empresa Comercial 835;2;2012-07-04;5611201;95249.97744468156;SP;Duque de Caxias
20466615;Empresa Comercial 836;2;2012-07-05;4711302;260135.09692343013;RJ;Duque de Caxias
44861938;Empresa Comercial 837;2;2012-07-06;4781400;119445.55779346285;RJ;Duque de Caxias
96787694;Empresa Comercial 838;2;2012-07-07;4781400;66982.37496147976;RJ;Rio de Janeiro
12966422;Empresa Comercial 839;2;2012-07-08;4781400;165920.11622388536;SP;Rio de Janeiro
60154221;Empresa Comercial 840;2;2012-07-09;4781400;194729.56707421114;SP;Rio de Janeiro
13708654;Empresa Comercial 841;2;2012-07-10;4711302;127483.43114529828;RJ;Duque de Caxias
67647084;Empresa Comercial 842;2;2012-07-11;5611201;13742.116957587452;RJ;Duque de Caxias
52573305;Empresa Comercial 843;2;2012-07-12;5611201;32928.271082466235;MG;Duque de Caxias
54653349;Empresa Comercial 844;2;2012-07-13;4711302;55383.38237857584;SP;Rio de Janeiro
15872354;Empresa Comercial 845;2;2012-07-14;4781400;54823.611084923214;RJ;Rio de Janeiro
57756479;Empresa Comercial 846;2;2012-07-16;5611201;172862.41815445936;RJ;Niterói
92649048;Empresa Comercial 847;2;2012-07-17;4711302;7777.862944187542;RJ;Duque de Caxias
90123510;Empresa Comercial 848;2;2012-07-18;4711302;216392.5566483725;RJ;Rio de Janeiro
19810404;Empresa Comercial 849;2;2012-07-19;4781400;51252.626071549705;RJ;Niterói
96205129;Empresa Comercial 850;2;2012-07-20;4711302;60664.30146122223;RJ;Rio de Janeiro
16292518;Empresa Comercial 851;2;2012-07-21;5611201;117587.79037267831;RJ;Rio de Janeiro
51142200;Empresa Comercial 852;2;2012-07-22;5611201;41487.70495589124;RJ;Duque de Caxias
74413145;Empresa Comercial 853;2;2012-07-23;4711302;328735.461882034;RJ;Niterói
27547389;Empresa Comercial 854;2;2012-07-24;5611201;18385.1498695155;RJ;Rio de Janeiro
72132760;Empresa Comercial 855;2;2012-07-25;4711302;93151.23849310439;SP;Niterói
76689168;Empresa Comercial 856;2;2012-07-27;5611201;288991.37691452494;RJ;Niterói
32419480;Empresa Comercial 857;2;2012-07-28;4781400;148505.9426087884;RJ;Duque de Caxias
58766345;Empresa Comercial 858;2;2012-07-29;5611201;56866.506722862796;RJ;Niterói
44021442;Empresa Comercial 859;2;2012-07-30;4781400;86905.81073406564;SP;Duque de Caxias
56523537;Empresa Comercial 860;3;2012-07-31;4781400;188981.02146226316;SP;Duque de Caxias
35153646;Empresa Comercial 861;2;2012-08-01;4711302;548243.3761087726;RJ;Duque de Caxias
87620693;Empresa Comercial 862;2;2012-08-02;4781400;340433.55786046374;MG;Niterói
18411883;Empresa Comercial 863;2;2012-08-03;5611201;67881.24913657864;RJ;Rio de Janeiro
21082322;Empresa Comercial 864;2;2012-08-04;5611201;952818.6701253756;MG;Duque de Caxias
26203305;Empresa Comercial 865;2;2012-08-05;4781400;5526.622887647651;RJ;Rio de Janeiro
20848680;Empresa Comercial 866;2;2012-08-06;4711302;9202.795608086279;RJ;Niterói
93031557;Empresa Comercial 867;2;2012-08-08;4781400;265454.8295693762;RJ;Rio de Janeiro
99838873;Empresa Comercial 868;2;2012-08-09;5611201;38370.82029585607;RJ;Rio de Janeiro
69292991;Empresa Comercial 869;2;2012-08-10;5611201;14404.11641006629;RJ;Duque de Caxias
45555041;Empresa Comercial 870;2;2012-08-11;4781400;45603.70005237881;SP;Duque de Caxias
63028791;Empresa Comercial 871;2;2012-08-12;4781400;88295.05732609065;SP;Duque de Caxias
86301164;Empresa Comercial 872;2;2012-08-13;4781400;201714.92304416746;RJ;Niterói
86658629;Empresa Comercial 873;2;2012-08-14;5611201;151858.83377442195;RJ;Rio de Janeiro
61646180;Empresa Comercial 874;2;2012-08-15;5611201;45696.76354819759;RJ;Niterói
89357216;Empresa Comercial 875;2;2012-08-16;5611201;109956.43432446611;RJ;Niterói
42359860;Empresa Comercial 876;2;2012-08-17;4711302;395988.1543557943;RJ;Niterói
44499221;Empresa Comercial 877;2;2012-08-19;5611201;258116.2238806197;RJ;Niterói
38272916;Empresa Comercial 878;2;2012-08-20;5611201;63554.65662055822;SP;Duque de Caxias
91861231;Empresa Comercial 879;2;2012-08-21;4711302;609828.5686708897;RJ;Rio de Janeiro
29032579;Empresa Comercial 880;2;2012-08-22;4711302;189969.25940425892;RJ;Duque de Caxias
40354781;Empresa Comercial 881;2;2012-08-23;4711302;14672.67529617995;RJ;Duque de Caxias
26514877;Empresa Comercial 882;2;2012-08-24;4711302;10369.060067131093;RJ;Niterói
83545310;Empresa Comercial 883;2;2012-08-25;4711302;32661.992260712534;RJ;Duque de Caxias
86165878;Empresa Comercial 884;2;2012-08-26;4711302;200213.51842361767;SP;Rio de Janeiro
97554946;Empresa Comercial 885;2;2012-08-27;4781400;35453.15470528788;RJ;Niterói
88350878;Empresa Comercial 886;2;2012-08-28;4781400;112458.30850094566;RJ;Duque de Caxias
27810471;Empresa Comercial 887;2;2012-08-29;4781400;19684.949272961025;SP;Niterói
50636644;Empresa Comercial 888;2;2012-08-31;4781400;385530.113553937;RJ;Rio de Janeiro
68534435;Empresa Comercial 889;2;2012-09-01;5611201;68230.16773571614;SP;Niterói
88550238;Empresa Comercial 890;2;2012-09-02;4711302;363110.46957514697;RJ;Duque de Caxias
67975251;Empresa Comercial 891;2;2012-09-03;5611201;439724.5384877976;RJ;Duque de Caxias
13094235;Empresa Comercial 892;2;2012-09-04;4711302;5922.1256837562205;SP;Rio de Janeiro
57870026;Empresa Comercial 893;2;2012-09-05;4711302;98581.0046968813;SP;Rio de Janeiro
32763342;Empresa Comercial 894;2;2012-09-06;5611201;8744.766021967309;RJ;Niterói
29636869;Empresa Comercial 895;2;2012-09-07;4781400;364028.78968109266;RJ;Duque de Caxias
37132021;Empresa Comercial 896;2;2012-09-08;5611201;114598.55766310217;SP;Rio de Janeiro
