cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio
87582731;Empresa Comercial 1198;2;2013-08-05;4781400;5200.179436909591;RJ;Rio de Janeiro
16193956;Empresa Comercial 1200;2;2013-08-07;5611201;42256.57247097532;RJ;Niterói
23579173;Empresa Comercial 1201;2;2013-08-09;4711302;537204.8800937901;RJ;Niterói
91638280;Empresa Comercial 1203;2;2013-08-11;5611201;69537.46960972334;RJ;Duque de Caxias
66761259;Empresa Comercial 1205;2;2013-08-13;4781400;114098.87946442948;RJ;Niterói
13266402;Empresa Comercial 1206;2;2013-08-14;4781400;41014.44381322474;RJ;Niterói
57044083;Empresa Comercial 1207;2;2013-08-15;4781400;120319.53514901876;RJ;Duque de Caxias
68436437;Empresa Comercial 1209;2;2013-08-17;4711302;148485.89650443022;RJ;Niterói
74910615;Empresa Comercial 1210;2;2013-08-18;4711302;155681.60359022045;RJ;Niterói
97994960;Empresa Comercial 1211;2;2013-08-20;4711302;121815.65905138638;RJ;Rio de Janeiro
90235127;Empresa Comercial 1213;2;2013-08-22;4781400;408022.6228112539;RJ;Duque de Caxias
81370810;Empresa Comercial 1214;2;2013-08-23;4781400;112838.44126172022;RJ;Rio de Janeiro
89908991;Empresa Comercial 1217;2;2013-08-26;4711302;35972.081568260095;RJ;Duque de Caxias
91447632;Empresa Comercial 1218;2;2013-08-27;4781400;7836608.351610451;RJ;Duque de Caxias
90218637;Empresa Comercial 1221;2;2013-08-30;5611201;38031.13877955496;RJ;Niterói
58730049;Empresa Comercial 1223;2;2013-09-02;4781400;332839.00984669337;RJ;Rio de Janeiro
46413676;Empresa Comercial 1224;2;2013-09-03;4781400;130341.71424907316;RJ;Duque de Caxias
43877350;Empresa Comercial 1225;2;2013-09-04;5611201;176636.40511591712;RJ;Rio de Janeiro
71658869;Empresa Comercial 1226;2;2013-09-05;4781400;3355334.7385670813;RJ;Duque de Caxias
76374125;Empresa Comercial 1228;2;2013-09-07;4781400;93962.65304841594;RJ;Rio de Janeiro
77225603;Empresa Comercial 1229;2;2013-09-08;4781400;166438.07745840304;RJ;Rio de Janeiro
41251097;Empresa Comercial 1230;2;2013-09-09;4711302;12784.900553725074;RJ;Duque de Caxias
76268268;Empresa Comercial 1231;2;2013-09-10;5611201;106975.48898895609;RJ;Rio de Janeiro
25985249;Empresa Comercial 1232;2;2013-09-12;5611201;57644.96708467844;RJ;Rio de Janeiro
88987338;Empresa Comercial 1233;2;2013-09-13;4781400;64219.96661006998;RJ;Niterói
53309893;Empresa Comercial 1234;2;2013-09-14;4711302;491311.8096945985;RJ;Duque de Caxias
20971177;Empresa Comercial 1236;2;2013-09-16;5611201;60930.5038596385;RJ;Niterói
70200291;Empresa Comercial 1237;2;2013-09-17;4781400;111969.60180548734;RJ;Rio de Janeiro
30080673;Empresa Comercial 1238;2;2013-09-18;4711302;303195.6611486635;RJ;Niterói
84052985;Empresa Comercial 1239;2;2013-09-19;5611201;85850.3536512568;RJ;Rio de Janeiro
65098996;Empresa Comercial 1242;2;2013-09-23;4781400;60663.10786421218;RJ;Duque de Caxias
74504149;Empresa Comercial 1244;2;2013-09-25;5611201;71138.09411932433;RJ;Rio de Janeiro
61048404;Empresa Comercial 1245;2;2013-09-26;4711302;273334.76264745306;RJ;Niterói
68771482;Empresa Comercial 1246;2;2013-09-27;4781400;11804.038711913849;RJ;Niterói
25732903;Empresa Comercial 1249;2;2013-09-30;4781400;130014.39608116615;RJ;Niterói
92125254;Empresa Comercial 1254;2;2013-10-06;4711302;109483.8443640556;RJ;Rio de Janeiro
56361481;Empresa Comercial 1255;2;2013-10-07;5611201;352182.13679224806;RJ;Duque de Caxias
99813693;Empresa Comercial 1259;2;2013-10-11;4781400;8082.583191957538;RJ;Rio de Janeiro
91250937;Empresa Comercial 1260;2;2013-10-12;4781400;198446.67290226184;RJ;Duque de Caxias
77800621;Empresa Comercial 1261;2;2013-10-13;5611201;10429.885260503328;RJ;Duque de Caxias
77499583;Empresa Comercial 1262;2;2013-10-14;4781400;896751.6702993197;RJ;Duque de Caxias
53470977;Empresa Comercial 1263;2;2013-10-16;4781400;314106.7324661729;RJ;Rio de Janeiro
53092987;Empresa Comercial 1264;2;2013-10-17;4711302;57933.121861418025;RJ;Rio de Janeiro
92822506;Empresa Comercial 1265;2;2013-10-18;4781400;49641.92902412212;RJ;Rio de Janeiro
97182130;Empresa Comercial 1266;2;2013-10-19;4781400;77054.42485376581;RJ;Niterói
50381731;Empresa Comercial 1267;2;2013-10-20;4781400;71047.37741042717;RJ;Rio de Janeiro
34694812;Empresa Comercial 1268;2;2013-10-21;4781400;74862.97769210403;RJ;Niterói
71399188;Empresa Comercial 1269;2;2013-10-22;4711302;62469.67943254132;RJ;Niterói
41970599;Empresa Comercial 1270;2;2013-10-23;4781400;150585.66992397187;RJ;Niterói
49787171;Empresa Comercial 1272;2;2013-10-25;5611201;285602.1809484539;RJ;Rio de Janeiro
11270896;Empresa Comercial 1273;2;2013-10-26;4781400;256018.4725404154;RJ;Rio de Janeiro
78168486;Empresa Comercial 1275;2;2013-10-29;4781400;292323.110971517;RJ;Duque de Caxias
26770274;Empresa Comercial 1277;2;2013-10-31;4781400;7658.233855952396;RJ;Duque de Caxias
41354977;Empresa Comercial 1279;2;2013-11-02;5611201;96848.32185323584;RJ;Duque de Caxias
52955157;Empresa Comercial 1282;2;2013-11-05;5611201;530612.0132735099;RJ;Rio de Janeiro
69365444;Empresa Comercial 1283;2;2013-11-06;4711302;155954.11991109847;RJ;Niterói
74445751;Empresa Comercial 1284;2;2013-11-08;4781400;221623.85778875512;RJ;Rio de Janeiro
95518073;Empresa Comercial 1285;2;2013-11-09;4781400;18129.470363867487;RJ;Niterói
46905710;Empresa Comercial 1286;2;2013-11-10;5611201;1564042.2773659392;RJ;Rio de Janeiro
34755666;Empresa Comercial 1288;2;2013-11-12;4711302;89677.59943504338;RJ;Niterói
15703394;Empresa Comercial 1289;2;2013-11-13;4711302;93579.18580985031;RJ;Rio de Janeiro
21415376;Empresa Comercial 1291;2;2013-11-15;4781400;145227.9360076913;RJ;Rio de Janeiro
86176890;Empresa Comercial 1292;2;2013-11-16;5611201;35715.454394340064;RJ;Duque de Caxias
33567809;Empresa Comercial 1295;2;2013-11-20;4781400;14893.093913235572;RJ;Rio de Janeiro
12721864;Empresa Comercial 1297;2;2013-11-22;4711302;2221351.1912060417;RJ;Duque de Caxias
64278856;Empresa Comercial 1298;2;2013-11-23;4711302;334722.4628278262;RJ;Rio de Janeiro
43458471;Empresa Comercial 1299;2;2013-11-24;5611201;13478.164630387344;RJ;Rio de Janeiro
50539152;Empresa Comercial 1300;2;2013-11-25;5611201;34149.46986423916;RJ;Rio de Janeiro
38104320;Empresa Comercial 1301;2;2013-11-26;5611201;124349.96233320788;RJ;Duque de Caxias
84842172;Empresa Comercial 1302;2;2013-11-27;4711302;103397.12994965816;RJ;Duque de Caxias
29482215;Empresa Comercial 1304;2;2013-11-29;4711302;6091.828208086383;RJ;Duque de Caxias
38356738;Empresa Comercial 1306;2;2013-12-02;4781400;166308.22542064477;RJ;Niterói
88021860;Empresa Comercial 1308;2;2013-12-04;4781400;100354.12502240654;RJ;Duque de Caxias
20047595;Empresa Comercial 1309;2;2013-12-05;4781400;51499.40214171457;RJ;Rio de Janeiro
40908587;Empresa Comercial 1310;2;2013-12-06;4711302;68439.10478883679;RJ;Rio de Janeiro
83976082;Empresa Comercial 1313;2;2013-12-09;4781400;35525.04180883595;RJ;Rio de Janeiro
19004644;Empresa Comercial 1314;2;2013-12-10;5611201;280226.5143082291;RJ;Duque de Caxias
57517690;Empresa Comercial 1315;2;2013-12-12;5611201;24440.57525536427;RJ;Duque de Caxias
55745469;Empresa Comercial 1321;2;2013-12-18;5611201;17127.157279757303;RJ;Rio de Janeiro
69912158;Empresa Comercial 1325;2;2013-12-22;5611201;411521.640702653;RJ;Rio de Janeiro
48808656;Empresa Comercial 1326;2;2013-12-24;4711302;42294.09458207744;RJ;Rio de Janeiro
20880726;Empresa Comercial 1327;2;2013-12-25;5611201;276521.4765333087;RJ;Rio de Janeiro
32992356;Empresa Comercial 1328;2;2013-12-26;4711302;180673.1874573662;RJ;Niterói
30515189;Empresa Comercial 1329;2;2013-12-27;4781400;310755.5922238477;RJ;Duque de Caxias
62534223;Empresa Comercial 1330;2;2013-12-28;5611201;244117.0637100004;RJ;Duque de Caxias
33388869;Empresa Comercial 1331;2;2013-12-29;4781400;68810.77872673163;RJ;Niterói
60795719;Empresa Comercial 1332;2;2013-12-30;5611201;228347.7911790004;RJ;Rio de Janeiro
98798296;Empresa Comercial 1333;2;2013-12-31;4711302;50664.49135001091;RJ;Rio de Janeiro
20563214;Empresa Comercial 1334;2;2014-01-01;5611201;64756.77828826177;RJ;Rio de Janeiro
97384552;Empresa Comercial 1337;2;2014-01-05;4711302;56585.67444893853;RJ;Duque de Caxias
45119150;Empresa Comercial 1340;2;2014-01-08;4711302;487562.0678153569;RJ;Rio de Janeiro
65471391;Empresa Comercial 1341;2;2014-01-09;4781400;66206.32734814228;RJ;Duque de Caxias
87632265;Empresa Comercial 1342;2;2014-01-10;5611201;231130.9369434037;RJ;Niterói
91597126;Empresa Comercial 1343;2;2014-01-11;4781400;295084.354240945;RJ;Rio de Janeiro
29156053;Empresa Comercial 1345;2;2014-01-13;4711302;76263.71801378402;RJ;Niterói
49678201;Empresa Comercial 1346;2;2014-01-14;4781400;211597.70790809745;RJ;Duque de Caxias
21579149;Empresa Comercial 1348;2;2014-01-17;5611201;215932.77000934907;RJ;Niterói
62715014;Empresa Comercial 1350;2;2014-01-19;4781400;333801.1901970988;RJ;Duque de Caxias
79144712;Empresa Comercial 1351;2;2014-01-20;4711302;78550.95200657744;RJ;Duque de Caxias
31900146;Empresa Comercial 1352;2;2014-01-21;5611201;133784.4553539412;RJ;Niterói
87937327;Empresa Comercial 1353;2;2014-01-22;5611201;272065.62812229735;RJ;Rio de Janeiro
19913841;Empresa Comercial 1354;2;2014-01-23;4711302;36311.18356808074;RJ;Rio de Janeiro
76626362;Empresa Comercial 1355;2;2014-01-24;4711302;235226.21057764196;RJ;Rio de Janeiro
39061846;Empresa Comercial 1356;2;2014-01-25;5611201;141011.51710380355;RJ;Rio de Janeiro
70523996;Empresa Comercial 1357;2;2014-01-27;4711302;340718.6700536077;RJ;Niterói
33468625;Empresa Comercial 1358;2;2014-01-28;4711302;33305.956800500186;RJ;Rio de Janeiro
13433382;Empresa Comercial 1360;2;2014-01-30;5611201;273323.3516011123;RJ;Rio de Janeiro
85779042;Empresa Comercial 1361;2;2014-01-31;4711302;7912.855760255432;RJ;Niterói
38348817;Empresa Comercial 1362;2;2014-02-01;4781400;22851.548912092927;RJ;Rio de Janeiro
80503913;Empresa Comercial 1363;2;2014-02-02;4781400;704502.7475223921;RJ;Rio de Janeiro
93952230;Empresa Comercial 1364;2;2014-02-03;5611201;54357.753072946405;RJ;Niterói
34728848;Empresa Comercial 1365;2;2014-02-04;4711302;561627.008975306;RJ;Rio de Janeiro
99967767;Empresa Comercial 1367;2;2014-02-06;5611201;72199.79504920525;RJ;Rio de Janeiro
58356322;Empresa Comercial 1368;2;2014-02-08;4781400;214675.7775848657;RJ;Niterói
62879148;Empresa Comercial 1369;2;2014-02-09;4711302;165844.52295271514;RJ;Rio de Janeiro
52942594;Empresa Comercial 1371;2;2014-02-11;4781400;118221.2131580376;RJ;Duque de Caxias
47747492;Empresa Comercial 1372;2;2014-02-12;5611201;283147.818459552;RJ;Niterói
25170521;Empresa Comercial 1373;2;2014-02-13;4781400;45171.8313934548;RJ;Niterói
35841846;Empresa Comercial 1374;2;2014-02-14;4781400;92636.0942175529;RJ;Niterói
22267883;Empresa Comercial 1375;2;2014-02-15;4711302;30343.10778740205;RJ;Duque de Caxias
21984398;Empresa Comercial 1377;2;2014-02-17;4781400;2413061.7630435717;RJ;Rio de Janeiro
45396080;Empresa Comercial 1378;2;2014-02-19;5611201;65934.2743894392;RJ;Niterói
33215061;Empresa Comercial 1381;2;2014-02-22;4781400;19466.38253100192;RJ;Rio de Janeiro
36854296;Empresa Comercial 1382;2;2014-02-23;4711302;178720.53600770514;RJ;Duque de Caxias
92058636;Empresa Comercial 1383;2;2014-02-24;4781400;89047.02463007072;RJ;Rio de Janeiro
13828433;Empresa Comercial 1384;2;2014-02-25;4781400;305139.1693253656;RJ;Rio de Janeiro
96621344;Empresa Comercial 1385;2;2014-02-26;4711302;182955.3023469408;RJ;Niterói
71029245;Empresa Comercial 1389;2;2014-03-03;4711302;232756.77208878315;RJ;Rio de Janeiro
58344513;Empresa Comercial 1390;2;2014-03-04;5611201;720289.1042223551;RJ;Duque de Caxias
11020154;Empresa Comercial 1391;2;2014-03-05;5611201;118636.47030683213;RJ;Rio de Janeiro
48499601;Empresa Comercial 1392;2;2014-03-06;4781400;177223.72458901402;RJ;Niterói
85304674;Empresa Comercial 1394;2;2014-03-08;5611201;91330.68900142254;RJ;Duque de Caxias
50739629;Empresa Comercial 1396;2;2014-03-10;5611201;32484.425922613045;RJ;Duque de Caxias
39900787;Empresa Comercial 1397;2;2014-03-11;4781400;51292.06407979822;RJ;Rio de Janeiro
83823165;Empresa Comercial 1398;2;2014-03-12;4781400;93435.3301395746;RJ;Duque de Caxias
37259197;Empresa Comercial 1399;2;2014-03-14;4711302;191848.90704211185;RJ;Duque de Caxias
20760888;Empresa Comercial 1402;2;2014-03-17;4781400;19883.08577401901;RJ;Duque de Caxias
88414095;Empresa Comercial 1403;2;2014-03-18;5611201;74496.91685919253;RJ;Niterói
75856750;Empresa Comercial 1404;2;2014-03-19;5611201;190141.15591814087;RJ;Duque de Caxias
88483721;Empresa Comercial 1405;2;2014-03-20;4781400;43424.94603650407;RJ;Rio de Janeiro
59464216;Empresa Comercial 1406;2;2014-03-21;5611201;165247.2972426403;RJ;Duque de Caxias
90884100;Empresa Comercial 1408;2;2014-03-23;4711302;13641.234256145195;RJ;Niterói
68075712;Empresa Comercial 1409;2;2014-03-25;4711302;24348.23925754065;RJ;Niterói
24372528;Empresa Comercial 1411;2;2014-03-27;4781400;125360.92043702866;RJ;Rio de Janeiro
81829506;Empresa Comercial 1412;2;2014-03-28;4711302;243699.7551619311;RJ;Rio de Janeiro
56695565;Empresa Comercial 1413;2;2014-03-29;5611201;65667.10662938625;RJ;Duque de Caxias
77658103;Empresa Comercial 1414;2;2014-03-30;4781400;139715.5613105298;RJ;Rio de Janeiro
35722525;Empresa Comercial 1415;2;2014-03-31;4781400;5373265.520919821;RJ;Rio de Janeiro
48963185;Empresa Comercial 1416;2;2014-04-01;4781400;442089.55470298335;RJ;Niterói
86767936;Empresa Comercial 1420;2;2014-04-06;4711302;124666.08449507983;RJ;Duque de Caxias
91485805;Empresa Comercial 1422;2;2014-04-08;4711302;399335.1221841236;RJ;Niterói
69488206;Empresa Comercial 1423;2;2014-04-09;5611201;49627.94306406205;RJ;Rio de Janeiro
77506574;Empresa Comercial 1424;2;2014-04-10;4781400;52172.39370267475;RJ;Rio de Janeiro
50057648;Empresa Comercial 1425;2;2014-04-11;5611201;84487.56906040008;RJ;Rio de Janeiro
81425912;Empresa Comercial 1426;2;2014-04-12;4711302;46832.080658350365;RJ;Rio de Janeiro
91242298;Empresa Comercial 1427;2;2014-04-13;5611201;25748.672224598344;RJ;Rio de Janeiro
81894820;Empresa Comercial 1429;2;2014-04-15;4781400;127560.682026522;RJ;Duque de Caxias
48580196;Empresa Comercial 1431;2;2014-04-18;4781400;271798.1465897709;RJ;Duque de Caxias
58665285;Empresa Comercial 1432;2;2014-04-19;5611201;54701.7052447472;RJ;Duque de Caxias
27687991;Empresa Comercial 1434;2;2014-04-21;5611201;18032.78637193158;RJ;Duque de Caxias
49509310;Empresa Comercial 1435;2;2014-04-22;5611201;375210.7645130156;RJ;Rio de Janeiro
41061293;Empresa Comercial 1436;2;2014-04-23;4711302;82693.3259278349;RJ;Duque de Caxias
40272855;Empresa Comercial 1437;2;2014-04-24;5611201;80051.16284132596;RJ;Rio de Janeiro
94445004;Empresa Comercial 1438;2;2014-04-25;4711302;59092.84326135014;RJ;Rio de Janeiro
56316696;Empresa Comercial 1440;2;2014-04-27;4711302;48504.60154892435;RJ;Duque de Caxias
32470291;Empresa Comercial 1443;2;2014-05-01;4711302;274596.1781901802;RJ;Rio de Janeiro
64496748;Empresa Comercial 1447;2;2014-05-05;4711302;655834.7104629916;RJ;Duque de Caxias
61195209;Empresa Comercial 1448;2;2014-05-06;4781400;334929.7842664808;RJ;Niterói
77411050;Empresa Comercial 1449;2;2014-05-07;4781400;42112.42924563956;RJ;Rio de Janeiro
97093473;Empresa Comercial 1450;2;2014-05-08;4711302;175231.9713111108;RJ;Niterói
49043896;Empresa Comercial 1451;2;2014-05-10;4781400;136039.18490505504;RJ;Niterói
17456985;Empresa Comercial 1452;2;2014-05-11;4781400;125759.6208149996;RJ;Niterói
93836420;Empresa Comercial 1457;2;2014-05-16;4781400;255130.6641145249;RJ;Niterói
30521013;Empresa Comercial 1458;2;2014-05-17;4711302;41586.7363709334;RJ;Duque de Caxias
11514542;Empresa Comercial 1459;2;2014-05-18;4781400;248629.3217733894;RJ;Duque de Caxias
88427656;Empresa Comercial 1461;2;2014-05-20;4781400;36407.15173403037;RJ;Duque de Caxias
25135763;Empresa Comercial 1462;2;2014-05-22;4711302;218435.3125031355;RJ;Duque de Caxias
85785788;Empresa Comercial 1463;2;2014-05-23;5611201;19294.84572337113;RJ;Rio de Janeiro
45383985;Empresa Comercial 1466;2;2014-05-26;5611201;71105.84103207236;RJ;Rio de Janeiro
46595773;Empresa Comercial 1467;2;2014-05-27;4781400;142847.9538997163;RJ;Niterói
24315679;Empresa Comercial 1468;2;2014-05-28;4711302;126828.64684850712;RJ;Rio de Janeiro
34440805;Empresa Comercial 1469;2;2014-05-29;4711302;82792.2367242998;RJ;Rio de Janeiro
95561923;Empresa Comercial 1473;2;2014-06-03;4781400;464456.7341492223;RJ;Duque de Caxias
85532173;Empresa Comercial 1474;2;2014-06-04;4711302;290021.60067795747;RJ;Duque de Caxias
80337892;Empresa Comercial 1475;2;2014-06-05;4781400;28538.9312952956;RJ;Duque de Caxias
95607690;Empresa Comercial 1476;2;2014-06-06;4711302;9534.986084674603;RJ;Niterói
20569320;Empresa Comercial 1477;2;2014-06-07;4781400;411637.85043971095;RJ;Niterói
77001666;Empresa Comercial 1479;2;2014-06-09;5611201;120775.91260301166;RJ;Rio de Janeiro
44045468;Empresa Comercial 1481;2;2014-06-11;5611201;61682.37365421153;RJ;Duque de Caxias
69047560;Empresa Comercial 1482;2;2014-06-13;4781400;103640.24211505706;RJ;Duque de Caxias
66378562;Empresa Comercial 1483;2;2014-06-14;4711302;524442.9499048472;RJ;Niterói
87960088;Empresa Comercial 1484;2;2014-06-15;4781400;172279.26307911176;RJ;Niterói
46264673;Empresa Comercial 1485;2;2014-06-16;5611201;30040.187624343736;RJ;Rio de Janeiro
27920169;Empresa Comercial 1487;2;2014-06-18;5611201;39273.3139154246;RJ;Niterói
80706570;Empresa Comercial 1490;2;2014-06-21;4711302;8243.135444977224;RJ;Duque de Caxias
19462743;Empresa Comercial 1492;2;2014-06-23;5611201;32897.65345032519;RJ;Rio de Janeiro
31827621;Empresa Comercial 1494;2;2014-06-26;5611201;45600.46141429095;RJ;Duque de Caxias
51892167;Empresa Comercial 1495;2;2014-06-27;4781400;45187.56141251275;RJ;Rio de Janeiro
30057988;Empresa Comercial 1497;2;2014-06-29;4711302;384592.01739741233;RJ;Duque de Caxias
16155579;Empresa Comercial 1501;2;2014-07-03;4781400;126455.21241034668;RJ;Niterói
77511983;Empresa Comercial 1502;2;2014-07-04;4781400;2342439.678111909;RJ;Niterói
93665691;Empresa Comercial 1503;2;2014-07-06;5611201;13039.390246140694;RJ;Niterói
68544068;Empresa Comercial 1504;2;2014-07-07;5611201;425084.3817989234;RJ;Niterói
42027216;Empresa Comercial 1505;2;2014-07-08;4711302;35998.097848579375;RJ;Niterói
43957164;Empresa Comercial 1506;2;2014-07-09;4711302;38171.9687584431;RJ;Rio de Janeiro
60837727;Empresa Comercial 1507;2;2014-07-10;5611201;100929.68157434928;RJ;Rio de Janeiro
79058877;Empresa Comercial 1508;2;2014-07-11;4711302;106476.9483070702;RJ;Niterói
11132658;Empresa Comercial 1509;2;2014-07-12;4781400;7790.93557266803;RJ;Rio de Janeiro
62316857;Empresa Comercial 1510;2;2014-07-13;4781400;29017.344508864324;RJ;Duque de Caxias
27434167;Empresa Comercial 1512;2;2014-07-15;4781400;177674.17889236295;RJ;Duque de Caxias
63811239;Empresa Comercial 1514;2;2014-07-18;4781400;87490.70744024156;RJ;Niterói
99089996;Empresa Comercial 1516;2;2014-07-20;4781400;334184.08708076406;RJ;Rio de Janeiro
83135852;Empresa Comercial 1517;2;2014-07-21;4781400;64194.46646004861;RJ;Niterói
75111328;Empresa Comercial 1518;2;2014-07-22;4711302;26504.062229173487;RJ;Niterói
79475474;Empresa Comercial 1520;2;2014-07-24;4711302;210989.9009956756;RJ;Duque de Caxias
19456807;Empresa Comercial 1521;2;2014-07-25;4711302;22456.43784868346;RJ;Duque de Caxias
14684346;Empresa Comercial 1523;2;2014-07-27;4711302;7691.779621282264;RJ;Duque de Caxias
27824559;Empresa Comercial 1524;2;2014-07-29;5611201;10120.282273951789;RJ;Duque de Caxias
99605800;Empresa Comercial 1525;2;2014-07-30;5611201;103943.33029968596;RJ;Duque de Caxias
52827096;Empresa Comercial 1527;2;2014-08-01;5611201;284753.3980141278;RJ;Duque de Caxias
61900771;Empresa Comercial 1528;2;2014-08-02;4711302;143253.65790643624;RJ;Duque de Caxias
17393979;Empresa Comercial 1531;2;2014-08-05;5611201;108147.98902923134;RJ;Duque de Caxias
20115078;Empresa Comercial 1532;2;2014-08-06;5611201;11191.882231411357;RJ;Rio de Janeiro
67195030;Empresa Comercial 1536;2;2014-08-11;5611201;24240.298021283244;RJ;Duque de Caxias
41984287;Empresa Comercial 1539;2;2014-08-14;4711302;167458.463941371;RJ;Rio de Janeiro
52413492;Empresa Comercial 1540;2;2014-08-15;5611201;287506.39252735395;RJ;Rio de Janeiro
20528294;Empresa Comercial 1541;2;2014-08-16;4781400;214044.0096600791;RJ;Rio de Janeiro
29369886;Empresa Comercial 1542;2;2014-08-17;4711302;94590.93944541302;RJ;Niterói
42073692;Empresa Comercial 1547;2;2014-08-23;5611201;160386.80329330146;RJ;Niterói
47316107;Empresa Comercial 1548;2;2014-08-24;4781400;127288.59496234388;RJ;Niterói
34192961;Empresa Comercial 1550;2;2014-08-26;5611201;147343.3092902906;RJ;Niterói
34859871;Empresa Comercial 1551;2;2014-08-27;4711302;195515.05370337525;RJ;Rio de Janeiro
69844250;Empresa Comercial 1552;2;2014-08-28;5611201;159420.38795726135;RJ;Niterói
63412976;Empresa Comercial 1553;2;2014-08-29;4711302;115014.9248522982;RJ;Duque de Caxias
39263888;Empresa Comercial 1554;2;2014-08-30;4711302;176759.77130354807;RJ;Duque de Caxias
52106078;Empresa Comercial 1555;2;2014-08-31;4711302;94534.33438499182;RJ;Duque de Caxias
17281505;Empresa Comercial 1556;2;2014-09-02;4781400;46495.737283224735;RJ;Rio de Janeiro
36540396;Empresa Comercial 1560;2;2014-09-06;4711302;541595.1562446431;RJ;Rio de Janeiro
18989138;Empresa Comercial 1563;2;2014-09-09;4711302;38809.33427978727;RJ;Rio de Janeiro
89146438;Empresa Comercial 1565;2;2014-09-11;4711302;227291.655087545;RJ;Niterói
83663899;Empresa Comercial 1567;2;2014-09-14;4711302;145820.66396314913;RJ;Duque de Caxias
42735803;Empresa Comercial 1568;2;2014-09-15;4781400;179603.73581923192;RJ;Rio de Janeiro
25886372;Empresa Comercial 1569;2;2014-09-16;4711302;100582.15568593862;RJ;Rio de Janeiro
47622748;Empresa Comercial 1570;2;2014-09-17;4711302;318547.60609055654;RJ;Rio de Janeiro
42456981;Empresa Comercial 1571;2;2014-09-18;4781400;92992.7092622532;RJ;Duque de Caxias
32922481;Empresa Comercial 1575;2;2014-09-22;4711302;31876.1675935;RJ;Niterói
98785936;Empresa Comercial 1579;2;2014-09-27;4781400;542730.9075653945;RJ;Niterói
30833173;Empresa Comercial 1580;2;2014-09-28;4711302;127642.07699122687;RJ;Rio de Janeiro
19161408;Empresa Comercial 1583;2;2014-10-01;4781400;95533.36137541351;RJ;Rio de Janeiro
72242810;Empresa Comercial 1585;2;2014-10-03;4711302;430091.8401150364;RJ;Niterói
30353727;Empresa Comercial 1587;2;2014-10-06;5611201;14168317.97089018;RJ;Rio de Janeiro
95050030;Empresa Comercial 1588;2;2014-10-07;5611201;112703.52999236569;RJ;Niterói
10549148;Empresa Comercial 1589;2;2014-10-08;5611201;238696.55396963225;RJ;Duque de Caxias
46328139;Empresa Comercial 1590;2;2014-10-09;4781400;34649.399484781185;RJ;Rio de Janeiro
45490172;Empresa Comercial 1593;2;2014-10-12;5611201;56576.16845351283;RJ;Rio de Janeiro
46989387;Empresa Comercial 1594;2;2014-10-13;4711302;242238.63659615917;RJ;Rio de Janeiro
23426716;Empresa Comercial 1595;2;2014-10-14;4781400;106142.45702904476;RJ;Niterói
57718021;Empresa Comercial 1597;2;2014-10-17;5611201;220966.54827802585;RJ;Duque de Caxias
95440590;Empresa Comercial 1598;2;2014-10-18;4781400;32691.071003154644;RJ;Rio de Janeiro
36996639;Empresa Comercial 1599;2;2014-10-19;4711302;154736.42584133762;RJ;Rio de Janeiro
97649202;Empresa Comercial 1600;2;2014-10-20;5611201;18433.605864403748;RJ;Rio de Janeiro
14421590;Empresa Comercial 1602;2;2014-10-22;4711302;56738.19071846736;RJ;Niterói
46089369;Empresa Comercial 1603;2;2014-10-23;5611201;43517.59438024028;RJ;Rio de Janeiro
39221379;Empresa Comercial 1605;2;2014-10-25;4781400;442821.7775948818;RJ;Rio de Janeiro
46265058;Empresa Comercial 1607;2;2014-10-27;4711302;208022.32584416907;RJ;Niterói
54924392;Empresa Comercial 1609;2;2014-10-30;4711302;101575.7969781041;RJ;Niterói
41670310;Empresa Comercial 1610;2;2014-10-31;4781400;22483.65276058377;RJ;Duque de Caxias
68237814;Empresa Comercial 1611;2;2014-11-01;4781400;128092.92063012136;RJ;Duque de Caxias
83548874;Empresa Comercial 1614;2;2014-11-04;4711302;243873.0639276573;RJ;Duque de Caxias
95388417;Empresa Comercial 1616;2;2014-11-06;4781400;29614.71907641601;RJ;Rio de Janeiro
67396048;Empresa Comercial 1619;2;2014-11-10;4711302;36484.826428761065;RJ;Niterói
63773276;Empresa Comercial 1621;2;2014-11-12;5611201;127090.80098041373;RJ;Rio de Janeiro
36267668;Empresa Comercial 1622;2;2014-11-13;5611201;237009.36947411107;RJ;Rio de Janeiro
24063918;Empresa Comercial 1623;2;2014-11-14;4711302;61600.51452791995;RJ;Duque de Caxias
75402242;Empresa Comercial 1629;2;2014-11-21;4711302;446263.4151338763;RJ;Niterói
23245696;Empresa Comercial 1630;2;2014-11-22;4711302;467369.2059481886;RJ;Duque de Caxias
45402297;Empresa Comercial 1631;2;2014-11-23;5611201;702929.422869594;RJ;Rio de Janeiro
92030459;Empresa Comercial 1632;2;2014-11-24;4711302;252273.28523552133;RJ;Niterói
34363941;Empresa Comercial 1633;2;2014-11-25;4781400;36272.26607985693;RJ;Rio de Janeiro
58123406;Empresa Comercial 1634;2;2014-11-26;5611201;40735.06079552961;RJ;Duque de Caxias
98511758;Empresa Comercial 1637;2;2014-11-29;4781400;475344.8681416758;RJ;Rio de Janeiro
29155151;Empresa Comercial 1639;2;2014-12-02;4711302;198107.94041452897;RJ;Duque de Caxias
