cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio;arrecadacao_media_setor;capital_medio_setor;feature_desvio_capital;feature_idade_anos
58730049;Empresa Comercial 1223;2;2013-09-02;4781400;332839.00984669337;RJ;Rio de Janeiro;80000;150000;2.218926732311289;12.785763175906913
46413676;Empresa Comercial 1224;2;2013-09-03;4781400;130341.71424907316;RJ;Duque de Caxias;80000;150000;0.8689447616604877;12.78302532511978
43877350;Empresa Comercial 1225;2;2013-09-04;5611201;176636.40511591712;RJ;Rio de Janeiro;45000;90000;1.9626267235101902;12.780287474332649
71658869;Empresa Comercial 1226;2;2013-09-05;4781400;3355334.7385670813;RJ;Duque de Caxias;80000;150000;22.368898257113877;12.777549623545516
76374125;Empresa Comercial 1228;2;2013-09-07;4781400;93962.65304841594;RJ;Rio de Janeiro;80000;150000;0.6264176869894397;12.772073921971252
77225603;Empresa Comercial 1229;2;2013-09-08;4781400;166438.07745840304;RJ;Rio de Janeiro;80000;150000;1.1095871830560202;12.76933607118412
41251097;Empresa Comercial 1230;2;2013-09-09;4711302;12784.900553725074;RJ;Duque de Caxias;500000;2000000;0.006392450276862537;12.766598220396988
76268268;Empresa Comercial 1231;2;2013-09-10;5611201;106975.48898895609;RJ;Rio de Janeiro;45000;90000;1.1886165443217342;12.763860369609857
25985249;Empresa Comercial 1232;2;2013-09-12;5611201;57644.96708467844;RJ;Rio de Janeiro;45000;90000;0.640499634274205;12.758384668035593
88987338;Empresa Comercial 1233;2;2013-09-13;4781400;64219.96661006998;RJ;Niterói;80000;150000;0.4281331107337999;12.75564681724846
53309893;Empresa Comercial 1234;2;2013-09-14;4711302;491311.8096945985;RJ;Duque de Caxias;500000;2000000;0.24565590484729924;12.752908966461328
20971177;Empresa Comercial 1236;2;2013-09-16;5611201;60930.5038596385;RJ;Niterói;45000;90000;0.6770055984404277;12.747433264887064
70200291;Empresa Comercial 1237;2;2013-09-17;4781400;111969.60180548734;RJ;Rio de Janeiro;80000;150000;0.7464640120365823;12.744695414099931
30080673;Empresa Comercial 1238;2;2013-09-18;4711302;303195.6611486635;RJ;Niterói;500000;2000000;0.15159783057433174;12.7419575633128
84052985;Empresa Comercial 1239;2;2013-09-19;5611201;85850.3536512568;RJ;Rio de Janeiro;45000;90000;0.9538928183472978;12.739219712525667
65098996;Empresa Comercial 1242;2;2013-09-23;4781400;60663.10786421218;RJ;Duque de Caxias;80000;150000;0.40442071909474786;12.728268309377139
74504149;Empresa Comercial 1244;2;2013-09-25;5611201;71138.09411932433;RJ;Rio de Janeiro;45000;90000;0.7904232679924926;12.722792607802875
61048404;Empresa Comercial 1245;2;2013-09-26;4711302;273334.76264745306;RJ;Niterói;500000;2000000;0.13666738132372652;12.720054757015742
68771482;Empresa Comercial 1246;2;2013-09-27;4781400;11804.038711913849;RJ;Niterói;80000;150000;0.07869359141275899;12.71731690622861
25732903;Empresa Comercial 1249;2;2013-09-30;4781400;130014.39608116615;RJ;Niterói;80000;150000;0.8667626405411076;12.709103353867214
92125254;Empresa Comercial 1254;2;2013-10-06;4711302;109483.8443640556;RJ;Rio de Janeiro;500000;2000000;0.0547419221820278;12.692676249144421
56361481;Empresa Comercial 1255;2;2013-10-07;5611201;352182.13679224806;RJ;Duque de Caxias;45000;90000;3.913134853247201;12.68993839835729
99813693;Empresa Comercial 1259;2;2013-10-11;4781400;8082.583191957538;RJ;Rio de Janeiro;80000;150000;0.05388388794638358;12.678986995208762
91250937;Empresa Comercial 1260;2;2013-10-12;4781400;198446.67290226184;RJ;Duque de Caxias;80000;150000;1.3229778193484123;12.676249144421629
77800621;Empresa Comercial 1261;2;2013-10-13;5611201;10429.885260503328;RJ;Duque de Caxias;45000;90000;0.11588761400559254;12.673511293634498
77499583;Empresa Comercial 1262;2;2013-10-14;4781400;896751.6702993197;RJ;Duque de Caxias;80000;150000;5.978344468662131;12.670773442847365
53470977;Empresa Comercial 1263;2;2013-10-16;4781400;314106.7324661729;RJ;Rio de Janeiro;80000;150000;2.094044883107819;12.6652977412731
53092987;Empresa Comercial 1264;2;2013-10-17;4711302;57933.121861418025;RJ;Rio de Janeiro;500000;2000000;0.028966560930709012;12.66255989048597
92822506;Empresa Comercial 1265;2;2013-10-18;4781400;49641.92902412212;RJ;Rio de Janeiro;80000;150000;0.33094619349414744;12.659822039698836
97182130;Empresa Comercial 1266;2;2013-10-19;4781400;77054.42485376581;RJ;Niterói;80000;150000;0.5136961656917721;12.657084188911705
50381731;Empresa Comercial 1267;2;2013-10-20;4781400;71047.37741042717;RJ;Rio de Janeiro;80000;150000;0.4736491827361812;12.654346338124572
34694812;Empresa Comercial 1268;2;2013-10-21;4781400;74862.97769210403;RJ;Niterói;80000;150000;0.4990865179473602;12.65160848733744
71399188;Empresa Comercial 1269;2;2013-10-22;4711302;62469.67943254132;RJ;Niterói;500000;2000000;0.03123483971627066;12.648870636550308
41970599;Empresa Comercial 1270;2;2013-10-23;4781400;150585.66992397187;RJ;Niterói;80000;150000;1.0039044661598124;12.646132785763175
49787171;Empresa Comercial 1272;2;2013-10-25;5611201;285602.1809484539;RJ;Rio de Janeiro;45000;90000;3.1733575660939324;12.640657084188911
11270896;Empresa Comercial 1273;2;2013-10-26;4781400;256018.4725404154;RJ;Rio de Janeiro;80000;150000;1.7067898169361027;12.63791923340178
78168486;Empresa Comercial 1275;2;2013-10-29;4781400;292323.110971517;RJ;Duque de Caxias;80000;150000;1.9488207398101132;12.629705681040383
26770274;Empresa Comercial 1277;2;2013-10-31;4781400;7658.233855952396;RJ;Duque de Caxias;80000;150000;0.05105489237301597;12.624229979466119
41354977;Empresa Comercial 1279;2;2013-11-02;5611201;96848.32185323584;RJ;Duque de Caxias;45000;90000;1.0760924650359538;12.618754277891854
52955157;Empresa Comercial 1282;2;2013-11-05;5611201;530612.0132735099;RJ;Rio de Janeiro;45000;90000;5.895689036372333;12.61054072553046
69365444;Empresa Comercial 1283;2;2013-11-06;4711302;155954.11991109847;RJ;Niterói;500000;2000000;0.07797705995554924;12.607802874743326
74445751;Empresa Comercial 1284;2;2013-11-08;4781400;221623.85778875512;RJ;Rio de Janeiro;80000;150000;1.4774923852583675;12.602327173169062
95518073;Empresa Comercial 1285;2;2013-11-09;4781400;18129.470363867487;RJ;Niterói;80000;150000;0.12086313575911659;12.59958932238193
46905710;Empresa Comercial 1286;2;2013-11-10;5611201;1564042.2773659392;RJ;Rio de Janeiro;45000;90000;17.378247526288213;12.596851471594798
34755666;Empresa Comercial 1288;2;2013-11-12;4711302;89677.59943504338;RJ;Niterói;500000;2000000;0.044838799717521687;12.591375770020534
15703394;Empresa Comercial 1289;2;2013-11-13;4711302;93579.18580985031;RJ;Rio de Janeiro;500000;2000000;0.04678959290492516;12.588637919233403
21415376;Empresa Comercial 1291;2;2013-11-15;4781400;145227.9360076913;RJ;Rio de Janeiro;80000;150000;0.9681862400512754;12.583162217659138
86176890;Empresa Comercial 1292;2;2013-11-16;5611201;35715.454394340064;RJ;Duque de Caxias;45000;90000;0.39683838215933404;12.580424366872005
33567809;Empresa Comercial 1295;2;2013-11-20;4781400;14893.093913235572;RJ;Rio de Janeiro;80000;150000;0.09928729275490382;12.569472963723477
12721864;Empresa Comercial 1297;2;2013-11-22;4711302;2221351.1912060417;RJ;Duque de Caxias;500000;2000000;1.1106755956030208;12.563997262149213
64278856;Empresa Comercial 1298;2;2013-11-23;4711302;334722.4628278262;RJ;Rio de Janeiro;500000;2000000;0.1673612314139131;12.56125941136208
43458471;Empresa Comercial 1299;2;2013-11-24;5611201;13478.164630387344;RJ;Rio de Janeiro;45000;90000;0.1497573847820816;12.558521560574949
50539152;Empresa Comercial 1300;2;2013-11-25;5611201;34149.46986423916;RJ;Rio de Janeiro;45000;90000;0.37943855404710175;12.555783709787816
38104320;Empresa Comercial 1301;2;2013-11-26;5611201;124349.96233320788;RJ;Duque de Caxias;45000;90000;1.381666248146754;12.553045859000685
84842172;Empresa Comercial 1302;2;2013-11-27;4711302;103397.12994965816;RJ;Duque de Caxias;500000;2000000;0.05169856497482908;12.550308008213552
29482215;Empresa Comercial 1304;2;2013-11-29;4711302;6091.828208086383;RJ;Duque de Caxias;500000;2000000;0.0030459141040431914;12.544832306639288
38356738;Empresa Comercial 1306;2;2013-12-02;4781400;166308.22542064477;RJ;Niterói;80000;150000;1.1087215028042985;12.536618754277892
88021860;Empresa Comercial 1308;2;2013-12-04;4781400;100354.12502240654;RJ;Duque de Caxias;80000;150000;0.669027500149377;12.531143052703628
20047595;Empresa Comercial 1309;2;2013-12-05;4781400;51499.40214171457;RJ;Rio de Janeiro;80000;150000;0.34332934761143047;12.528405201916495
40908587;Empresa Comercial 1310;2;2013-12-06;4711302;68439.10478883679;RJ;Rio de Janeiro;500000;2000000;0.034219552394418394;12.525667351129364
83976082;Empresa Comercial 1313;2;2013-12-09;4781400;35525.04180883595;RJ;Rio de Janeiro;80000;150000;0.23683361205890635;12.517453798767967
19004644;Empresa Comercial 1314;2;2013-12-10;5611201;280226.5143082291;RJ;Duque de Caxias;45000;90000;3.113627936758101;12.514715947980836
57517690;Empresa Comercial 1315;2;2013-12-12;5611201;24440.57525536427;RJ;Duque de Caxias;45000;90000;0.27156194728182526;12.509240246406572
55745469;Empresa Comercial 1321;2;2013-12-18;5611201;17127.157279757303;RJ;Rio de Janeiro;45000;90000;0.19030174755285892;12.492813141683778
69912158;Empresa Comercial 1325;2;2013-12-22;5611201;411521.640702653;RJ;Rio de Janeiro;45000;90000;4.572462674473922;12.48186173853525
48808656;Empresa Comercial 1326;2;2013-12-24;4711302;42294.09458207744;RJ;Rio de Janeiro;500000;2000000;0.021147047291038723;12.476386036960985
20880726;Empresa Comercial 1327;2;2013-12-25;5611201;276521.4765333087;RJ;Rio de Janeiro;45000;90000;3.0724608503700965;12.473648186173854
32992356;Empresa Comercial 1328;2;2013-12-26;4711302;180673.1874573662;RJ;Niterói;500000;2000000;0.0903365937286831;12.470910335386721
30515189;Empresa Comercial 1329;2;2013-12-27;4781400;310755.5922238477;RJ;Duque de Caxias;80000;150000;2.0717039481589845;12.46817248459959
62534223;Empresa Comercial 1330;2;2013-12-28;5611201;244117.0637100004;RJ;Duque de Caxias;45000;90000;2.7124118190000046;12.465434633812457
33388869;Empresa Comercial 1331;2;2013-12-29;4781400;68810.77872673163;RJ;Niterói;80000;150000;0.45873852484487754;12.462696783025326
60795719;Empresa Comercial 1332;2;2013-12-30;5611201;228347.7911790004;RJ;Rio de Janeiro;45000;90000;2.5371976797666713;12.459958932238193
98798296;Empresa Comercial 1333;2;2013-12-31;4711302;50664.49135001091;RJ;Rio de Janeiro;500000;2000000;0.025332245675005454;12.457221081451062
20563214;Empresa Comercial 1334;2;2014-01-01;5611201;64756.77828826177;RJ;Rio de Janeiro;45000;90000;0.7195197587584641;12.454483230663929
97384552;Empresa Comercial 1337;2;2014-01-05;4711302;56585.67444893853;RJ;Duque de Caxias;500000;2000000;0.028292837224469264;12.4435318275154
45119150;Empresa Comercial 1340;2;2014-01-08;4711302;487562.0678153569;RJ;Rio de Janeiro;500000;2000000;0.24378103390767844;12.435318275154003
65471391;Empresa Comercial 1341;2;2014-01-09;4781400;66206.32734814228;RJ;Duque de Caxias;80000;150000;0.44137551565428185;12.432580424366872
87632265;Empresa Comercial 1342;2;2014-01-10;5611201;231130.9369434037;RJ;Niterói;45000;90000;2.5681215215933744;12.429842573579739
91597126;Empresa Comercial 1343;2;2014-01-11;4781400;295084.354240945;RJ;Rio de Janeiro;80000;150000;1.9672290282729668;12.427104722792608
29156053;Empresa Comercial 1345;2;2014-01-13;4711302;76263.71801378402;RJ;Niterói;500000;2000000;0.03813185900689201;12.421629021218344
49678201;Empresa Comercial 1346;2;2014-01-14;4781400;211597.70790809745;RJ;Duque de Caxias;80000;150000;1.410651386053983;12.41889117043121
21579149;Empresa Comercial 1348;2;2014-01-17;5611201;215932.77000934907;RJ;Niterói;45000;90000;2.3992530001038785;12.410677618069816
62715014;Empresa Comercial 1350;2;2014-01-19;4781400;333801.1901970988;RJ;Duque de Caxias;80000;150000;2.225341267980659;12.405201916495551
79144712;Empresa Comercial 1351;2;2014-01-20;4711302;78550.95200657744;RJ;Duque de Caxias;500000;2000000;0.03927547600328872;12.402464065708418
31900146;Empresa Comercial 1352;2;2014-01-21;5611201;133784.4553539412;RJ;Niterói;45000;90000;1.4864939483771242;12.399726214921287
87937327;Empresa Comercial 1353;2;2014-01-22;5611201;272065.62812229735;RJ;Rio de Janeiro;45000;90000;3.0229514235810817;12.396988364134154
19913841;Empresa Comercial 1354;2;2014-01-23;4711302;36311.18356808074;RJ;Rio de Janeiro;500000;2000000;0.01815559178404037;12.394250513347023
76626362;Empresa Comercial 1355;2;2014-01-24;4711302;235226.210577642;RJ;Rio de Janeiro;500000;2000000;0.11761310528882099;12.39151266255989
39061846;Empresa Comercial 1356;2;2014-01-25;5611201;141011.51710380355;RJ;Rio de Janeiro;45000;90000;1.566794634486706;12.388774811772759
70523996;Empresa Comercial 1357;2;2014-01-27;4711302;340718.6700536077;RJ;Niterói;500000;2000000;0.17035933502680387;12.383299110198495
33468625;Empresa Comercial 1358;2;2014-01-28;4711302;33305.956800500186;RJ;Rio de Janeiro;500000;2000000;0.016652978400250092;12.380561259411362
13433382;Empresa Comercial 1360;2;2014-01-30;5611201;273323.3516011123;RJ;Rio de Janeiro;45000;90000;3.0369261289012477;12.375085557837098
85779042;Empresa Comercial 1361;2;2014-01-31;4711302;7912.855760255432;RJ;Niterói;500000;2000000;0.003956427880127716;12.372347707049967
38348817;Empresa Comercial 1362;2;2014-02-01;4781400;22851.548912092927;RJ;Rio de Janeiro;80000;150000;0.15234365941395284;12.369609856262834
80503913;Empresa Comercial 1363;2;2014-02-02;4781400;704502.7475223921;RJ;Rio de Janeiro;80000;150000;4.696684983482614;12.366872005475702
93952230;Empresa Comercial 1364;2;2014-02-03;5611201;54357.753072946405;RJ;Niterói;45000;90000;0.6039750341438489;12.36413415468857
34728848;Empresa Comercial 1365;2;2014-02-04;4711302;561627.008975306;RJ;Rio de Janeiro;500000;2000000;0.28081350448765297;12.361396303901437
99967767;Empresa Comercial 1367;2;2014-02-06;5611201;72199.79504920525;RJ;Rio de Janeiro;45000;90000;0.8022199449911694;12.355920602327172
58356322;Empresa Comercial 1368;2;2014-02-08;4781400;214675.7775848657;RJ;Niterói;80000;150000;1.4311718505657713;12.350444900752908
62879148;Empresa Comercial 1369;2;2014-02-09;4711302;165844.52295271514;RJ;Rio de Janeiro;500000;2000000;0.08292226147635758;12.347707049965777
52942594;Empresa Comercial 1371;2;2014-02-11;4781400;118221.2131580376;RJ;Duque de Caxias;80000;150000;0.788141421053584;12.342231348391513
47747492;Empresa Comercial 1372;2;2014-02-12;5611201;283147.818459552;RJ;Niterói;45000;90000;3.1460868717728;12.33949349760438
25170521;Empresa Comercial 1373;2;2014-02-13;4781400;45171.8313934548;RJ;Niterói;80000;150000;0.301145542623032;12.336755646817249
35841846;Empresa Comercial 1374;2;2014-02-14;4781400;92636.0942175529;RJ;Niterói;80000;150000;0.6175739614503527;12.334017796030116
22267883;Empresa Comercial 1375;2;2014-02-15;4711302;30343.10778740205;RJ;Duque de Caxias;500000;2000000;0.015171553893701024;12.331279945242985
21984398;Empresa Comercial 1377;2;2014-02-17;4781400;2413061.763043572;RJ;Rio de Janeiro;80000;150000;16.08707842029048;12.32580424366872
45396080;Empresa Comercial 1378;2;2014-02-19;5611201;65934.2743894392;RJ;Niterói;45000;90000;0.7326030487715467;12.320328542094456
33215061;Empresa Comercial 1381;2;2014-02-22;4781400;19466.38253100192;RJ;Rio de Janeiro;80000;150000;0.1297758835400128;12.31211498973306
36854296;Empresa Comercial 1382;2;2014-02-23;4711302;178720.53600770514;RJ;Duque de Caxias;500000;2000000;0.08936026800385258;12.309377138945928
92058636;Empresa Comercial 1383;2;2014-02-24;4781400;89047.02463007072;RJ;Rio de Janeiro;80000;150000;0.5936468308671381;12.306639288158795
13828433;Empresa Comercial 1384;2;2014-02-25;4781400;305139.1693253656;RJ;Rio de Janeiro;80000;150000;2.034261128835771;12.303901437371664
96621344;Empresa Comercial 1385;2;2014-02-26;4711302;182955.3023469408;RJ;Niterói;500000;2000000;0.0914776511734704;12.301163586584531
71029245;Empresa Comercial 1389;2;2014-03-03;4711302;232756.77208878315;RJ;Rio de Janeiro;500000;2000000;0.11637838604439157;12.28747433264887
58344513;Empresa Comercial 1390;2;2014-03-04;5611201;720289.1042223551;RJ;Duque de Caxias;45000;90000;8.00321226913728;12.284736481861739
11020154;Empresa Comercial 1391;2;2014-03-05;5611201;118636.47030683213;RJ;Rio de Janeiro;45000;90000;1.3181830034092459;12.281998631074606
48499601;Empresa Comercial 1392;2;2014-03-06;4781400;177223.72458901402;RJ;Niterói;80000;150000;1.1814914972600934;12.279260780287474
85304674;Empresa Comercial 1394;2;2014-03-08;5611201;91330.68900142254;RJ;Duque de Caxias;45000;90000;1.0147854333491393;12.27378507871321
50739629;Empresa Comercial 1396;2;2014-03-10;5611201;32484.425922613045;RJ;Duque de Caxias;45000;90000;0.3609380658068116;12.268309377138946
39900787;Empresa Comercial 1397;2;2014-03-11;4781400;51292.06407979822;RJ;Rio de Janeiro;80000;150000;0.34194709386532146;12.265571526351813
83823165;Empresa Comercial 1398;2;2014-03-12;4781400;93435.3301395746;RJ;Duque de Caxias;80000;150000;0.6229022009304973;12.262833675564682
37259197;Empresa Comercial 1399;2;2014-03-14;4711302;191848.90704211185;RJ;Duque de Caxias;500000;2000000;0.09592445352105593;12.257357973990418
20760888;Empresa Comercial 1402;2;2014-03-17;4781400;19883.08577401901;RJ;Duque de Caxias;80000;150000;0.13255390516012674;12.24914442162902
88414095;Empresa Comercial 1403;2;2014-03-18;5611201;74496.91685919253;RJ;Niterói;45000;90000;0.8277435206576947;12.24640657084189
75856750;Empresa Comercial 1404;2;2014-03-19;5611201;190141.15591814087;RJ;Duque de Caxias;45000;90000;2.112679510201565;12.243668720054757
88483721;Empresa Comercial 1405;2;2014-03-20;4781400;43424.94603650407;RJ;Rio de Janeiro;80000;150000;0.2894996402433605;12.240930869267626
59464216;Empresa Comercial 1406;2;2014-03-21;5611201;165247.2972426403;RJ;Duque de Caxias;45000;90000;1.8360810804737813;12.238193018480493
90884100;Empresa Comercial 1408;2;2014-03-23;4711302;13641.234256145195;RJ;Niterói;500000;2000000;0.006820617128072598;12.232717316906228
68075712;Empresa Comercial 1409;2;2014-03-25;4711302;24348.23925754065;RJ;Niterói;500000;2000000;0.012174119628770325;12.227241615331964
24372528;Empresa Comercial 1411;2;2014-03-27;4781400;125360.92043702866;RJ;Rio de Janeiro;80000;150000;0.8357394695801911;12.2217659137577
81829506;Empresa Comercial 1412;2;2014-03-28;4711302;243699.7551619311;RJ;Rio de Janeiro;500000;2000000;0.12184987758096555;12.219028062970569
56695565;Empresa Comercial 1413;2;2014-03-29;5611201;65667.10662938625;RJ;Duque de Caxias;45000;90000;0.7296345181042917;12.216290212183436
77658103;Empresa Comercial 1414;2;2014-03-30;4781400;139715.5613105298;RJ;Rio de Janeiro;80000;150000;0.9314370754035319;12.213552361396303
35722525;Empresa Comercial 1415;2;2014-03-31;4781400;5373265.520919821;RJ;Rio de Janeiro;80000;150000;35.82177013946548;12.210814510609172
48963185;Empresa Comercial 1416;2;2014-04-01;4781400;442089.55470298335;RJ;Niterói;80000;150000;2.947263698019889;12.208076659822039
86767936;Empresa Comercial 1420;2;2014-04-06;4711302;124666.08449507983;RJ;Duque de Caxias;500000;2000000;0.06233304224753992;12.19438740588638
91485805;Empresa Comercial 1422;2;2014-04-08;4711302;399335.1221841236;RJ;Niterói;500000;2000000;0.1996675610920618;12.188911704312115
69488206;Empresa Comercial 1423;2;2014-04-09;5611201;49627.94306406205;RJ;Rio de Janeiro;45000;90000;0.5514215896006894;12.186173853524982
77506574;Empresa Comercial 1424;2;2014-04-10;4781400;52172.39370267475;RJ;Rio de Janeiro;80000;150000;0.34781595801783166;12.183436002737851
50057648;Empresa Comercial 1425;2;2014-04-11;5611201;84487.56906040008;RJ;Rio de Janeiro;45000;90000;0.9387507673377787;12.180698151950718
81425912;Empresa Comercial 1426;2;2014-04-12;4711302;46832.080658350365;RJ;Rio de Janeiro;500000;2000000;0.023416040329175183;12.177960301163587
91242298;Empresa Comercial 1427;2;2014-04-13;5611201;25748.672224598344;RJ;Rio de Janeiro;45000;90000;0.2860963580510927;12.175222450376454
81894820;Empresa Comercial 1429;2;2014-04-15;4781400;127560.682026522;RJ;Duque de Caxias;80000;150000;0.85040454684348;12.16974674880219
48580196;Empresa Comercial 1431;2;2014-04-18;4781400;271798.1465897709;RJ;Duque de Caxias;80000;150000;1.8119876439318061;12.161533196440795
58665285;Empresa Comercial 1432;2;2014-04-19;5611201;54701.7052447472;RJ;Duque de Caxias;45000;90000;0.6077967249416356;12.158795345653662
27687991;Empresa Comercial 1434;2;2014-04-21;5611201;18032.78637193158;RJ;Duque de Caxias;45000;90000;0.200364293021462;12.153319644079398
49509310;Empresa Comercial 1435;2;2014-04-22;5611201;375210.7645130156;RJ;Rio de Janeiro;45000;90000;4.169008494589062;12.150581793292266
41061293;Empresa Comercial 1436;2;2014-04-23;4711302;82693.3259278349;RJ;Duque de Caxias;500000;2000000;0.04134666296391745;12.147843942505133
40272855;Empresa Comercial 1437;2;2014-04-24;5611201;80051.16284132596;RJ;Rio de Janeiro;45000;90000;0.8894573649036218;12.145106091718
94445004;Empresa Comercial 1438;2;2014-04-25;4711302;59092.84326135014;RJ;Rio de Janeiro;500000;2000000;0.02954642163067507;12.14236824093087
56316696;Empresa Comercial 1440;2;2014-04-27;4711302;48504.60154892435;RJ;Duque de Caxias;500000;2000000;0.024252300774462176;12.136892539356605
32470291;Empresa Comercial 1443;2;2014-05-01;4711302;274596.1781901802;RJ;Rio de Janeiro;500000;2000000;0.13729808909509011;12.125941136208077
64496748;Empresa Comercial 1447;2;2014-05-05;4711302;655834.7104629916;RJ;Duque de Caxias;500000;2000000;0.3279173552314958;12.114989733059549
61195209;Empresa Comercial 1448;2;2014-05-06;4781400;334929.7842664808;RJ;Niterói;80000;150000;2.2328652284432056;12.112251882272416
77411050;Empresa Comercial 1449;2;2014-05-07;4781400;42112.42924563956;RJ;Rio de Janeiro;80000;150000;0.28074952830426375;12.109514031485284
97093473;Empresa Comercial 1450;2;2014-05-08;4711302;175231.9713111108;RJ;Niterói;500000;2000000;0.0876159856555554;12.106776180698152
49043896;Empresa Comercial 1451;2;2014-05-10;4781400;136039.18490505504;RJ;Niterói;80000;150000;0.9069278993670336;12.101300479123887
17456985;Empresa Comercial 1452;2;2014-05-11;4781400;125759.6208149996;RJ;Niterói;80000;150000;0.8383974720999973;12.098562628336756
93836420;Empresa Comercial 1457;2;2014-05-16;4781400;255130.6641145249;RJ;Niterói;80000;150000;1.7008710940968326;12.084873374401095
30521013;Empresa Comercial 1458;2;2014-05-17;4711302;41586.7363709334;RJ;Duque de Caxias;500000;2000000;0.0207933681854667;12.082135523613964
11514542;Empresa Comercial 1459;2;2014-05-18;4781400;248629.3217733894;RJ;Duque de Caxias;80000;150000;1.6575288118225961;12.07939767282683
88427656;Empresa Comercial 1461;2;2014-05-20;4781400;36407.15173403037;RJ;Duque de Caxias;80000;150000;0.2427143448935358;12.073921971252567
25135763;Empresa Comercial 1462;2;2014-05-22;4711302;218435.3125031355;RJ;Duque de Caxias;500000;2000000;0.10921765625156775;12.068446269678303
85785788;Empresa Comercial 1463;2;2014-05-23;5611201;19294.84572337113;RJ;Rio de Janeiro;45000;90000;0.21438717470412366;12.06570841889117
45383985;Empresa Comercial 1466;2;2014-05-26;5611201;71105.84103207236;RJ;Rio de Janeiro;45000;90000;0.7900649003563596;12.057494866529774
46595773;Empresa Comercial 1467;2;2014-05-27;4781400;142847.9538997163;RJ;Niterói;80000;150000;0.9523196926647752;12.054757015742641
24315679;Empresa Comercial 1468;2;2014-05-28;4711302;126828.64684850712;RJ;Rio de Janeiro;500000;2000000;0.06341432342425356;12.05201916495551
34440805;Empresa Comercial 1469;2;2014-05-29;4711302;82792.2367242998;RJ;Rio de Janeiro;500000;2000000;0.0413961183621499;12.049281314168377
95561923;Empresa Comercial 1473;2;2014-06-03;4781400;464456.7341492223;RJ;Duque de Caxias;80000;150000;3.096378227661482;12.035592060232718
85532173;Empresa Comercial 1474;2;2014-06-04;4711302;290021.60067795747;RJ;Duque de Caxias;500000;2000000;0.14501080033897873;12.032854209445585
80337892;Empresa Comercial 1475;2;2014-06-05;4781400;28538.9312952956;RJ;Duque de Caxias;80000;150000;0.1902595419686373;12.030116358658454
95607690;Empresa Comercial 1476;2;2014-06-06;4711302;9534.986084674603;RJ;Niterói;500000;2000000;0.0047674930423373015;12.02737850787132
20569320;Empresa Comercial 1477;2;2014-06-07;4781400;411637.85043971095;RJ;Niterói;80000;150000;2.7442523362647395;12.02464065708419
77001666;Empresa Comercial 1479;2;2014-06-09;5611201;120775.91260301166;RJ;Rio de Janeiro;45000;90000;1.3419545844779073;12.019164955509925
44045468;Empresa Comercial 1481;2;2014-06-11;5611201;61682.37365421153;RJ;Duque de Caxias;45000;90000;0.685359707269017;12.013689253935661
69047560;Empresa Comercial 1482;2;2014-06-13;4781400;103640.24211505706;RJ;Duque de Caxias;80000;150000;0.6909349474337138;12.008213552361397
66378562;Empresa Comercial 1483;2;2014-06-14;4711302;524442.9499048472;RJ;Niterói;500000;2000000;0.2622214749524236;12.005475701574264
87960088;Empresa Comercial 1484;2;2014-06-15;4781400;172279.26307911176;RJ;Niterói;80000;150000;1.1485284205274118;12.002737850787133
46264673;Empresa Comercial 1485;2;2014-06-16;5611201;30040.187624343736;RJ;Rio de Janeiro;45000;90000;0.3337798624927082;12.0
27920169;Empresa Comercial 1487;2;2014-06-18;5611201;39273.3139154246;RJ;Niterói;45000;90000;0.4363701546158289;11.994524298425736
80706570;Empresa Comercial 1490;2;2014-06-21;4711302;8243.135444977224;RJ;Duque de Caxias;500000;2000000;0.004121567722488612;11.986310746064339
19462743;Empresa Comercial 1492;2;2014-06-23;5611201;32897.65345032519;RJ;Rio de Janeiro;45000;90000;0.36552948278139097;11.980835044490075
31827621;Empresa Comercial 1494;2;2014-06-26;5611201;45600.46141429095;RJ;Duque de Caxias;45000;90000;0.5066717934921217;11.97262149212868
51892167;Empresa Comercial 1495;2;2014-06-27;4781400;45187.56141251275;RJ;Rio de Janeiro;80000;150000;0.30125040941675163;11.969883641341546
30057988;Empresa Comercial 1497;2;2014-06-29;4711302;384592.01739741233;RJ;Duque de Caxias;500000;2000000;0.19229600869870617;11.964407939767282
16155579;Empresa Comercial 1501;2;2014-07-03;4781400;126455.21241034668;RJ;Niterói;80000;150000;0.8430347494023112;11.953456536618754
77511983;Empresa Comercial 1502;2;2014-07-04;4781400;2342439.678111909;RJ;Niterói;80000;150000;15.616264520746059;11.950718685831623
93665691;Empresa Comercial 1503;2;2014-07-06;5611201;13039.390246140694;RJ;Niterói;45000;90000;0.14488211384600772;11.945242984257359
68544068;Empresa Comercial 1504;2;2014-07-07;5611201;425084.3817989234;RJ;Niterói;45000;90000;4.723159797765816;11.942505133470226
42027216;Empresa Comercial 1505;2;2014-07-08;4711302;35998.097848579375;RJ;Niterói;500000;2000000;0.017999048924289687;11.939767282683095
43957164;Empresa Comercial 1506;2;2014-07-09;4711302;38171.9687584431;RJ;Rio de Janeiro;500000;2000000;0.01908598437922155;11.937029431895962
60837727;Empresa Comercial 1507;2;2014-07-10;5611201;100929.68157434928;RJ;Rio de Janeiro;45000;90000;1.1214409063816586;11.93429158110883
