cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio;arrecadacao_media_setor;capital_medio_setor;feature_desvio_capital;feature_idade_anos;score_risco_fiscal;classificacao_risco
80665074;Empresa Comercial 4021;2;2022-01-24;4781400;419823.2192423502;RJ;Duque de Caxias;80000;150000;2.798821461615668;4.39151266255989;26.078299436988306;Baixo
12848439;Empresa Comercial 4989;2;2024-12-20;4711302;131109.39684116642;RJ;Niterói;500000;2000000;0.0655546984205832;1.486652977412731;26.05126763450216;Baixo
13040267;Empresa Comercial 1889;2;2015-09-02;4781400;487593.7063614559;RJ;Rio de Janeiro;80000;150000;3.2506247090763725;10.78713210130048;26.041512255272746;Baixo
96155489;Empresa Comercial 4786;2;2024-05-11;4781400;256061.229497042;RJ;Duque de Caxias;80000;150000;1.7070748633136132;2.0971937029431897;25.980249397121558;Baixo
65454431;Empresa Comercial 649;2;2011-12-13;5611201;342656.1734862584;RJ;Rio de Janeiro;45000;90000;3.807290816513983;14.507871321013004;25.90798576017608;Baixo
60516162;Empresa Comercial 4528;2;2023-08-02;4781400;355444.0353750643;RJ;Rio de Janeiro;80000;150000;2.369626902500429;2.8720054757015743;25.868051144852355;Baixo
17136029;Empresa Comercial 686;2;2012-01-22;5611201;346366.1679738863;RJ;Niterói;45000;90000;3.8485129774876254;14.39835728952772;25.863737755027895;Baixo
85488205;Empresa Comercial 1995;2;2015-12-27;4781400;475596.3380236068;RJ;Duque de Caxias;80000;150000;3.170642253490712;10.469541409993155;25.830527446611484;Baixo
87882247;Empresa Comercial 4748;2;2024-03-30;5611201;209953.2899767775;RJ;Niterói;45000;90000;2.332814333075305;2.212183436002738;25.82611601839153;Baixo
88096799;Empresa Comercial 4948;2;2024-11-05;4711302;195252.14056438103;RJ;Rio de Janeiro;500000;2000000;0.0976260702821905;1.6098562628336757;25.806613161282332;Baixo
98570093;Empresa Comercial 4906;2;2024-09-20;4781400;175233.27112223956;RJ;Duque de Caxias;80000;150000;1.168221807481597;1.735797399041752;25.771062637341167;Baixo
55816038;Empresa Comercial 141;2;2010-06-04;5611201;226636.35249040724;RJ;Duque de Caxias;45000;90000;2.518181694337858;16.032854209445585;25.661891915413236;Baixo
17534504;Empresa Comercial 4865;2;2024-08-06;5611201;145427.96830718257;RJ;Duque de Caxias;45000;90000;1.615866314524251;1.8590006844626967;25.615305568779867;Baixo
24534056;Empresa Comercial 4646;2;2023-12-10;4711302;358214.5080332298;RJ;Niterói;500000;2000000;0.1791072540166149;2.516084873374401;25.589636903944392;Baixo
31725224;Empresa Comercial 2974;2;2018-12-03;4781400;440504.29941250576;RJ;Niterói;80000;150000;2.936695329416705;7.534565366187543;25.58778277465369;Baixo
82258398;Empresa Comercial 3887;2;2021-08-30;5611201;339436.69197561964;RJ;Niterói;45000;90000;3.7715187997291073;4.7939767282683095;25.573560672561413;Baixo
11572138;Empresa Comercial 4980;2;2024-12-10;5611201;45506.85267552278;RJ;Niterói;45000;90000;0.5056316963946975;1.514031485284052;25.5732065406194;Baixo
95433013;Empresa Comercial 4639;2;2023-12-02;4781400;299042.9333234264;RJ;Rio de Janeiro;80000;150000;1.9936195554895093;2.537987679671458;25.57215227661812;Baixo
59691696;Empresa Comercial 4755;2;2024-04-07;4711302;346037.6587735993;RJ;Niterói;500000;2000000;0.1730188293867996;2.190280629705681;25.562305103098016;Baixo
60794649;Empresa Comercial 2936;2;2018-10-23;4781400;447106.9894999255;RJ;Rio de Janeiro;80000;150000;2.9807132633328366;7.646817248459959;25.53332336551951;Baixo
47086106;Empresa Comercial 4998;2;2024-12-29;4781400;58624.95860803009;RJ;Duque de Caxias;80000;150000;0.3908330573868672;1.462012320328542;25.52936597231762;Baixo
32937902;Empresa Comercial 828;2;2012-06-26;4781400;425719.4087440612;RJ;Niterói;80000;150000;2.8381293916270747;13.971252566735114;25.38828804862254;Baixo
53410212;Empresa Comercial 4675;2;2024-01-10;4781400;295666.1535966002;RJ;Rio de Janeiro;80000;150000;1.9711076906440013;2.431211498973306;25.301226236720264;Baixo
23490091;Empresa Comercial 4775;2;2024-04-29;5611201;171444.94874486633;RJ;Rio de Janeiro;45000;90000;1.9049438749429592;2.130047912388775;25.28857670685526;Baixo
94805214;Empresa Comercial 4834;2;2024-07-03;4781400;243042.12784060487;RJ;Rio de Janeiro;80000;150000;1.620280852270699;1.952087611225188;25.28182976418699;Baixo
21609076;Empresa Comercial 426;2;2011-04-12;5611201;281973.6128405297;RJ;Rio de Janeiro;45000;90000;3.1330401426725523;15.178644763860367;25.220189299924478;Baixo
61946342;Empresa Comercial 4965;2;2024-11-23;5611201;43080.97578725559;RJ;Duque de Caxias;45000;90000;0.4786775087472844;1.5605749486652978;25.157170110046046;Baixo
34728848;Empresa Comercial 1365;2;2014-02-04;4711302;561627.008975306;RJ;Rio de Janeiro;500000;2000000;0.2808135044876529;12.361396303901437;25.073147988069756;Baixo
30729471;Empresa Comercial 2840;2;2018-07-10;4781400;436036.583055088;RJ;Rio de Janeiro;80000;150000;2.9069105537005866;7.934291581108829;25.071882761895793;Baixo
70043429;Empresa Comercial 4761;2;2024-04-14;5611201;179494.17767327625;RJ;Rio de Janeiro;45000;90000;1.994379751925292;2.1711156741957565;25.04192390021457;Baixo
58388951;Empresa Comercial 4960;2;2024-11-18;4781400;18248.081174628955;RJ;Rio de Janeiro;80000;150000;0.1216538744975263;1.5742642026009583;25.005160690401407;Baixo
19622823;Empresa Comercial 4742;2;2024-03-24;5611201;172326.76765383786;RJ;Rio de Janeiro;45000;90000;1.9147418628204207;2.2286105407255303;24.951556692105235;Baixo
31688293;Empresa Comercial 4970;2;2024-11-29;4711302;128766.72921930988;RJ;Duque de Caxias;500000;2000000;0.0643833646096549;1.5441478439425051;24.886952225583503;Baixo
14523535;Empresa Comercial 4197;2;2022-08-05;5611201;256538.08019272253;RJ;Niterói;45000;90000;2.8504231132524724;3.863107460643395;24.843107456448234;Baixo
92272164;Empresa Comercial 4954;2;2024-11-11;5611201;27111.98591105532;RJ;Niterói;45000;90000;0.3012442879006146;1.593429158110883;24.809319999828304;Baixo
54761947;Empresa Comercial 4171;2;2022-07-07;4711302;472894.4311814802;RJ;Rio de Janeiro;500000;2000000;0.23644721559074;3.9425051334702257;24.806618428207315;Baixo
96404718;Empresa Comercial 2423;2;2017-04-09;4781400;474421.08933620434;RJ;Niterói;80000;150000;3.1628072622413623;9.1854893908282;24.79447015603744;Baixo
83103466;Empresa Comercial 4941;2;2024-10-28;4711302;21676.35435382969;RJ;Duque de Caxias;500000;2000000;0.0108381771769148;1.6317590691307324;24.743872962917436;Baixo
81719010;Empresa Comercial 3837;2;2021-07-06;5611201;333876.3288568613;RJ;Rio de Janeiro;45000;90000;3.7097369872984585;4.944558521560575;24.73235179052522;Baixo
89521699;Empresa Comercial 4469;2;2023-05-30;4781400;354831.3982514461;RJ;Duque de Caxias;80000;150000;2.3655426550096403;3.047227926078029;24.713568107187612;Baixo
44119117;Empresa Comercial 71;2;2010-03-19;4711302;300835.83884660475;RJ;Duque de Caxias;500000;2000000;0.1504179194233023;16.243668720054757;24.687106828239912;Baixo
88665231;Empresa Comercial 3437;2;2020-04-24;5611201;368281.59035991033;RJ;Duque de Caxias;45000;90000;4.092017670665671;6.143737166324435;24.684604434441116;Baixo
86737383;Empresa Comercial 8;2;2010-01-09;4781400;244359.52541276868;RJ;Rio de Janeiro;80000;150000;1.6290635027517912;16.432580424366872;24.654451803244026;Baixo
56787763;Empresa Comercial 468;2;2011-05-28;4781400;353715.58467698185;RJ;Rio de Janeiro;80000;150000;2.358103897846546;15.052703627652292;24.626629129455026;Baixo
16662064;Empresa Comercial 4956;2;2024-11-13;4781400;19365.604194029904;RJ;Rio de Janeiro;80000;150000;0.1291040279601993;1.587953456536619;24.577644668597788;Baixo
18167707;Empresa Comercial 4142;2;2022-06-05;4781400;408524.3372435139;RJ;Niterói;80000;150000;2.723495581623426;4.030116358658453;24.47606649598172;Baixo
95561923;Empresa Comercial 1473;2;2014-06-03;4781400;464456.7341492223;RJ;Duque de Caxias;80000;150000;3.096378227661482;12.035592060232718;24.39587914478557;Baixo
79953044;Empresa Comercial 3289;2;2019-11-14;4781400;431635.31557486695;RJ;Duque de Caxias;80000;150000;2.877568770499113;6.587268993839836;24.39150037687865;Baixo
74825507;Empresa Comercial 2793;2;2018-05-19;4781400;444600.5037299;RJ;Duque de Caxias;80000;150000;2.964003358199333;8.0766598220397;24.388622947099293;Baixo
64869006;Empresa Comercial 999;2;2012-12-30;5611201;360858.4142502032;RJ;Rio de Janeiro;45000;90000;4.009537936113369;13.45927446954141;24.339432528142158;Baixo
92245259;Empresa Comercial 3547;2;2020-08-22;5611201;346448.3968426347;RJ;Rio de Janeiro;45000;90000;3.84942663158483;5.815195071868583;24.331996933484312;Baixo
36336263;Empresa Comercial 1914;2;2015-09-29;4711302;604397.5839677791;RJ;Duque de Caxias;500000;2000000;0.3021987919838895;10.713210130047912;24.268702231521722;Baixo
34244264;Empresa Comercial 662;2;2011-12-27;5611201;316408.86235941586;RJ;Rio de Janeiro;45000;90000;3.515654026215732;14.469541409993155;24.26509930645787;Baixo
10449395;Empresa Comercial 405;2;2011-03-20;5611201;251538.2442945565;RJ;Niterói;45000;90000;2.794869381050628;15.241615331964407;24.26221831660801;Baixo
87998328;Empresa Comercial 816;2;2012-06-13;4711302;519657.7089376073;RJ;Rio de Janeiro;500000;2000000;0.2598288544688036;14.00684462696783;24.233198769976326;Baixo
38618453;Empresa Comercial 4978;2;2024-12-07;4781400;63199.17829548167;RJ;Duque de Caxias;80000;150000;0.4213278553032111;1.5222450376454484;24.189598074822793;Baixo
32632535;Empresa Comercial 4704;2;2024-02-11;4711302;353654.3589399894;RJ;Duque de Caxias;500000;2000000;0.1768271794699947;2.3436002737850785;24.103638261549577;Baixo
23579173;Empresa Comercial 1201;2;2013-08-09;4711302;537204.8800937901;RJ;Niterói;500000;2000000;0.268602440046895;12.851471594798085;24.063254554832405;Baixo
59975039;Empresa Comercial 4605;2;2023-10-26;4781400;291127.19038283406;RJ;Niterói;80000;150000;1.9408479358855604;2.639288158795346;24.059588021356802;Baixo
77326178;Empresa Comercial 4957;2;2024-11-14;4781400;39184.56886897943;RJ;Rio de Janeiro;80000;150000;0.2612304591265295;1.5852156057494866;23.974901570661565;Baixo
36540396;Empresa Comercial 1560;2;2014-09-06;4711302;541595.1562446431;RJ;Rio de Janeiro;500000;2000000;0.2707975781223216;11.775496235455169;23.959057250533288;Baixo
25900476;Empresa Comercial 316;2;2010-12-13;4781400;323172.9237330191;RJ;Niterói;80000;150000;2.154486158220127;15.507186858316222;23.882661795976723;Baixo
19382586;Empresa Comercial 4895;2;2024-09-08;4711302;15956.5861965935;RJ;Duque de Caxias;500000;2000000;0.0079782930982967;1.7686516084873374;23.84622574526197;Baixo
53694538;Empresa Comercial 3702;2;2021-02-08;5611201;323475.40792933904;RJ;Niterói;45000;90000;3.594171199214878;5.349760438056126;23.838554937805178;Baixo
94461358;Empresa Comercial 682;2;2012-01-18;4781400;392404.56717646366;RJ;Duque de Caxias;80000;150000;2.616030447843091;14.40930869267625;23.810934019472885;Baixo
50425111;Empresa Comercial 4350;2;2023-01-19;4711302;421591.4420422713;RJ;Duque de Caxias;500000;2000000;0.2107957210211356;3.405886379192334;23.760565996646;Baixo
22545745;Empresa Comercial 3053;2;2019-02-28;4781400;422978.845165066;RJ;Duque de Caxias;80000;150000;2.819858967767107;7.29637234770705;23.748333045403136;Baixo
48467910;Empresa Comercial 3844;2;2021-07-14;5611201;320067.1426741041;RJ;Duque de Caxias;45000;90000;3.556301585267823;4.922655715263518;23.7370619222541;Baixo
98883975;Empresa Comercial 47;2;2010-02-21;5611201;171383.72074604567;RJ;Duque de Caxias;45000;90000;1.904263563844952;16.314852840520192;23.628717990083015;Baixo
65684473;Empresa Comercial 1063;2;2013-03-10;5611201;374551.13433017366;RJ;Duque de Caxias;45000;90000;4.161679270335263;13.267624914442164;23.60662010791337;Baixo
86666404;Empresa Comercial 3408;2;2020-03-23;4781400;423552.58806183055;RJ;Duque de Caxias;80000;150000;2.823683920412204;6.231348391512663;23.500010970042396;Baixo
96740199;Empresa Comercial 4942;2;2024-10-29;5611201;27802.28223850844;RJ;Rio de Janeiro;45000;90000;0.3089142470945382;1.6290212183436004;23.49849950963566;Baixo
47632148;Empresa Comercial 2140;2;2016-06-03;4711302;563790.056124808;RJ;Duque de Caxias;500000;2000000;0.281895028062404;10.03422313483915;23.479233692306988;Baixo
65659228;Empresa Comercial 3832;2;2021-07-01;5611201;301505.46643216605;RJ;Niterói;45000;90000;3.3500607381351784;4.958247775496235;23.4296682491269;Baixo
83665032;Empresa Comercial 90;2;2010-04-09;5611201;192828.2719180808;RJ;Duque de Caxias;45000;90000;2.142536354645342;16.186173853524984;23.42080364698066;Baixo
68426861;Empresa Comercial 3102;2;2019-04-23;5611201;371033.63370760746;RJ;Rio de Janeiro;45000;90000;4.122595930084527;7.148528405201916;23.3904013027587;Baixo
48963185;Empresa Comercial 1416;2;2014-04-01;4781400;442089.55470298335;RJ;Niterói;80000;150000;2.947263698019889;12.20807665982204;23.302402442372827;Baixo
78967861;Empresa Comercial 4678;2;2024-01-14;5611201;198861.1861457493;RJ;Rio de Janeiro;45000;90000;2.2095687349527697;2.4202600958247777;23.25701754541334;Baixo
27021093;Empresa Comercial 4669;2;2024-01-04;4781400;249115.54015195183;RJ;Duque de Caxias;80000;150000;1.660770267679679;2.4476386036960984;23.252227719634867;Baixo
73467903;Empresa Comercial 2707;2;2018-02-14;4781400;427885.0899988911;RJ;Duque de Caxias;80000;150000;2.8525672666592743;8.334017796030116;23.244964005428383;Baixo
11742166;Empresa Comercial 4778;2;2024-05-02;4711302;292639.9015257989;RJ;Rio de Janeiro;500000;2000000;0.1463199507628994;2.1218343600273784;23.1745997223057;Baixo
18454561;Empresa Comercial 509;2;2011-07-12;5611201;262783.642249319;RJ;Duque de Caxias;45000;90000;2.919818247214656;14.929500342231348;23.146354568149274;Baixo
10947272;Empresa Comercial 4706;2;2024-02-13;5611201;185575.62837845835;RJ;Rio de Janeiro;45000;90000;2.061951426427315;2.3381245722108144;23.13302052895153;Baixo
39221379;Empresa Comercial 1605;2;2014-10-25;4781400;442821.7775948818;RJ;Rio de Janeiro;80000;150000;2.9521451839658783;11.641341546885696;23.130379364139774;Baixo
23187277;Empresa Comercial 50;2;2010-02-24;5611201;161830.80993442715;RJ;Niterói;45000;90000;1.798120110382524;16.306639288158795;23.115462735452276;Baixo
45580542;Empresa Comercial 4202;2;2022-08-10;4781400;363520.0241854038;RJ;Niterói;80000;150000;2.423466827902692;3.8494182067077354;23.09793790439052;Baixo
64935271;Empresa Comercial 4565;2;2023-09-12;5611201;215692.9061034931;RJ;Duque de Caxias;45000;90000;2.396587845594368;2.759753593429158;23.093589941169725;Baixo
67413770;Empresa Comercial 4419;2;2023-04-05;4781400;314024.11447017663;RJ;Rio de Janeiro;80000;150000;2.093494096467844;3.1978097193702943;23.016754313232525;Baixo
56792155;Empresa Comercial 22;2;2010-01-25;4711302;247970.6381491128;RJ;Niterói;500000;2000000;0.1239853190745564;16.38877481177276;23.007264479806622;Baixo
78985200;Empresa Comercial 3990;2;2021-12-21;5611201;277044.96685085184;RJ;Duque de Caxias;45000;90000;3.0782774094539094;4.484599589322382;22.98216092786769;Baixo
54738553;Empresa Comercial 41;2;2010-02-14;4781400;220862.828868889;RJ;Rio de Janeiro;80000;150000;1.4724188591259266;16.334017796030118;22.979504946484074;Baixo
28868229;Empresa Comercial 4853;2;2024-07-24;4711302;17312.80730933989;RJ;Niterói;500000;2000000;0.0086564036546699;1.894592744695414;22.971106134003495;Baixo
39489478;Empresa Comercial 2714;2;2018-02-22;4711302;534669.4180128943;RJ;Duque de Caxias;500000;2000000;0.2673347090064472;8.31211498973306;22.909665641996856;Baixo
93375337;Empresa Comercial 181;2;2010-07-18;5611201;207528.7166790281;RJ;Duque de Caxias;45000;90000;2.3058746297669788;15.912388774811772;22.888161053556612;Baixo
86210812;Empresa Comercial 4757;2;2024-04-09;4781400;185007.3674323048;RJ;Duque de Caxias;80000;150000;1.2333824495486987;2.184804928131417;22.868968264459998;Baixo
62286002;Empresa Comercial 27;2;2010-01-30;5611201;140568.5127359792;RJ;Rio de Janeiro;45000;90000;1.5618723637331022;16.3750855578371;22.846113976295644;Baixo
44783890;Empresa Comercial 4415;2;2023-04-01;4781400;322748.48535712645;RJ;Rio de Janeiro;80000;150000;2.1516565690475096;3.2087611225188226;22.784999586402442;Baixo
32362925;Empresa Comercial 2826;2;2018-06-24;5611201;361741.1310590373;RJ;Niterói;45000;90000;4.01934590065597;7.978097193702943;22.77187208405318;Baixo
23654772;Empresa Comercial 2629;2;2017-11-20;5611201;375680.2605795356;RJ;Duque de Caxias;45000;90000;4.174225117550396;8.569472963723477;22.770551231209836;Baixo
81015993;Empresa Comercial 4078;2;2022-03-27;4711302;433285.6035456312;RJ;Duque de Caxias;500000;2000000;0.2166428017728156;4.2217659137577;22.716267817943613;Baixo
44982512;Empresa Comercial 2358;2;2017-01-27;4711302;537609.0074558632;RJ;Rio de Janeiro;500000;2000000;0.2688045037279316;9.382614647501711;22.709078238407056;Baixo
86893497;Empresa Comercial 16;2;2010-01-18;4781400;197431.8581566559;RJ;Niterói;80000;150000;1.3162123877110392;16.407939767282684;22.671248868279527;Baixo
93055484;Empresa Comercial 4573;2;2023-09-21;5611201;195068.9594923877;RJ;Rio de Janeiro;45000;90000;2.167432883248752;2.735112936344969;22.65038049646828;Baixo
66378562;Empresa Comercial 1483;2;2014-06-14;4711302;524442.9499048472;RJ;Niterói;500000;2000000;0.2622214749524236;12.005475701574264;22.643771940532876;Baixo
72575544;Empresa Comercial 4935;2;2024-10-21;4781400;113948.6958905657;RJ;Duque de Caxias;80000;150000;0.7596579726037713;1.6509240246406571;22.61371065828136;Baixo
99843595;Empresa Comercial 485;2;2011-06-16;5611201;247862.9404667856;RJ;Duque de Caxias;45000;90000;2.754032671853173;15.000684462696784;22.55091666584177;Baixo
19963441;Empresa Comercial 1910;2;2015-09-25;5611201;377025.19150035566;RJ;Rio de Janeiro;45000;90000;4.189168794448396;10.72416153319644;22.37416631533754;Baixo
70966110;Empresa Comercial 2426;2;2017-04-12;4781400;431865.6689687625;RJ;Duque de Caxias;80000;150000;2.87910445979175;9.177275838466803;22.351745350690667;Baixo
92707002;Empresa Comercial 4647;2;2023-12-11;4781400;239049.1135474544;RJ;Rio de Janeiro;80000;150000;1.5936607569830294;2.513347022587269;22.35073891315047;Baixo
48021655;Empresa Comercial 3877;2;2021-08-19;4711302;411846.0555562082;RJ;Niterói;500000;2000000;0.2059230277781041;4.824093086926762;22.33412369457811;Baixo
65376477;Empresa Comercial 4911;2;2024-09-25;5611201;91547.30657861734;RJ;Niterói;45000;90000;1.0171922953179704;1.7221081451060918;22.319222559221995;Baixo
82554179;Empresa Comercial 2975;2;2018-12-05;4781400;410670.15837445785;RJ;Duque de Caxias;80000;150000;2.737801055829719;7.529089664613279;22.31021339752316;Baixo
28707656;Empresa Comercial 4917;2;2024-10-02;4711302;145971.30841805137;RJ;Rio de Janeiro;500000;2000000;0.0729856542090256;1.702943189596167;22.310082835854296;Baixo
76607761;Empresa Comercial 4423;2;2023-04-09;5611201;195778.655643168;RJ;Niterói;45000;90000;2.1753183960352;3.186858316221766;22.309902377229207;Baixo
49509310;Empresa Comercial 1435;2;2014-04-22;5611201;375210.7645130156;RJ;Rio de Janeiro;45000;90000;4.169008494589062;12.150581793292266;22.298009622975513;Baixo
52322633;Empresa Comercial 4918;2;2024-10-03;5611201;23469.75325401545;RJ;Niterói;45000;90000;0.2607750361557272;1.700205338809035;22.278128144589736;Baixo
12009606;Empresa Comercial 4025;2;2022-01-28;5611201;270896.7188138785;RJ;Duque de Caxias;45000;90000;3.009963542376428;4.380561259411362;22.256004697209907;Baixo
29024896;Empresa Comercial 4926;2;2024-10-12;5611201;58003.20773038695;RJ;Rio de Janeiro;45000;90000;0.6444800858931884;1.675564681724846;22.209273463734114;Baixo
52710916;Empresa Comercial 3826;2;2021-06-24;4781400;399939.0146312295;RJ;Duque de Caxias;80000;150000;2.6662600975415303;4.97741273100616;22.200591278067172;Baixo
78574553;Empresa Comercial 42;2;2010-02-16;5611201;145462.98347764846;RJ;Niterói;45000;90000;1.616255371973872;16.32854209445585;22.163755273692708;Baixo
89723877;Empresa Comercial 4731;2;2024-03-12;5611201;137775.00888898186;RJ;Niterói;45000;90000;1.5308334320997985;2.261464750171116;22.14504607053773;Baixo
17102173;Empresa Comercial 741;2;2012-03-23;4781400;381722.18940726994;RJ;Duque de Caxias;80000;150000;2.5448145960484663;14.231348391512665;22.14284327119087;Baixo
98849481;Empresa Comercial 2635;2;2017-11-27;4711302;527671.1581961333;RJ;Duque de Caxias;500000;2000000;0.2638355790980666;8.550308008213552;22.09757253878495;Baixo
85822406;Empresa Comercial 4812;2;2024-06-09;4711302;14636.6522859432;RJ;Niterói;500000;2000000;0.0073183261429716;2.0177960301163584;22.09033354962108;Baixo
47452622;Empresa Comercial 3477;2;2020-06-07;5611201;320973.3339155471;RJ;Niterói;45000;90000;3.5663703768394126;6.023271731690623;22.071380558859598;Baixo
76984430;Empresa Comercial 1901;2;2015-09-15;5611201;375990.6215185495;RJ;Rio de Janeiro;45000;90000;4.177673572428328;10.75154004106776;21.974673491411465;Baixo
36678907;Empresa Comercial 4097;2;2022-04-17;4711302;408066.1358258516;RJ;Niterói;500000;2000000;0.2040330679129258;4.164271047227926;21.96502991688766;Baixo
84765359;Empresa Comercial 4467;2;2023-05-28;5611201;211064.8488930047;RJ;Niterói;45000;90000;2.3451649877000524;3.052703627652293;21.95701538831437;Baixo
80931591;Empresa Comercial 4470;2;2023-05-31;4711302;363624.2845255464;RJ;Rio de Janeiro;500000;2000000;0.1818121422627732;3.0444900752908968;21.943111730745613;Baixo
67079389;Empresa Comercial 3761;2;2021-04-14;5611201;290477.06902944273;RJ;Duque de Caxias;45000;90000;3.2275229892160304;5.171800136892539;21.901696848109765;Baixo
81626426;Empresa Comercial 4588;2;2023-10-07;4711302;329415.1424698265;RJ;Duque de Caxias;500000;2000000;0.1647075712349132;2.691307323750856;21.868319613990096;Baixo
82193785;Empresa Comercial 463;2;2011-05-23;4781400;324704.85247032065;RJ;Niterói;80000;150000;2.164699016468804;15.066392881587952;21.851009761625406;Baixo
19937093;Empresa Comercial 3519;2;2020-07-23;5611201;312933.6955259216;RJ;Duque de Caxias;45000;90000;3.4770410613991287;5.897330595482546;21.821137860702898;Baixo
79577529;Empresa Comercial 3994;2;2021-12-25;4711302;443298.975917848;RJ;Rio de Janeiro;500000;2000000;0.221649487958924;4.473648186173854;21.809590169901462;Baixo
75432283;Empresa Comercial 660;2;2011-12-25;5611201;277107.9359498168;RJ;Rio de Janeiro;45000;90000;3.078977066109075;14.47501711156742;21.795470017155473;Baixo
47709731;Empresa Comercial 52;2;2010-02-26;4711302;7253.380936806854;RJ;Niterói;500000;2000000;0.0036266904684034;16.301163586584533;21.755019166247614;Baixo
25726259;Empresa Comercial 4922;2;2024-10-07;5611201;19684.080714009848;RJ;Duque de Caxias;45000;90000;0.2187120079334427;1.6892539356605063;21.647211679777044;Baixo
35209588;Empresa Comercial 4179;2;2022-07-16;5611201;238988.56476438063;RJ;Niterói;45000;90000;2.655428497382007;3.917864476386037;21.628646233955383;Baixo
51859263;Empresa Comercial 4771;2;2024-04-25;4711302;256618.33259302904;RJ;Rio de Janeiro;500000;2000000;0.1283091662965145;2.1409993155373037;21.626513122701407;Baixo
31104792;Empresa Comercial 279;2;2010-11-02;4711302;369144.6008313518;RJ;Rio de Janeiro;500000;2000000;0.1845723004156759;15.619438740588638;21.619289122361486;Baixo
87219671;Empresa Comercial 4763;2;2024-04-16;4711302;268178.1208193164;RJ;Niterói;500000;2000000;0.1340890604096582;2.1656399726214923;21.59819870285541;Baixo
59566094;Empresa Comercial 3345;2;2020-01-14;5611201;302407.3854274818;RJ;Niterói;45000;90000;3.3600820603053534;6.420260095824777;21.597745431906667;Baixo
65500286;Empresa Comercial 4901;2;2024-09-14;4781400;120198.82811345995;RJ;Duque de Caxias;80000;150000;0.8013255207563997;1.7522245037645447;21.492728014680186;Baixo
84813558;Empresa Comercial 3618;2;2020-11-08;5611201;294481.7608422024;RJ;Rio de Janeiro;45000;90000;3.27201956491336;5.601642710472279;21.36204888545241;Baixo
50636644;Empresa Comercial 888;2;2012-08-31;4781400;385530.113553937;RJ;Rio de Janeiro;80000;150000;2.570200757026247;13.790554414784394;21.3142953703113;Baixo
56361481;Empresa Comercial 1255;2;2013-10-07;5611201;352182.13679224806;RJ;Duque de Caxias;45000;90000;3.913134853247201;12.68993839835729;21.293096593028327;Baixo
87734507;Empresa Comercial 3722;2;2021-03-02;4711302;415797.1685417474;RJ;Duque de Caxias;500000;2000000;0.2078985842708736;5.28952772073922;21.284232430173876;Baixo
73107629;Empresa Comercial 3601;2;2020-10-21;5611201;291936.7191598537;RJ;Duque de Caxias;45000;90000;3.2437413239983743;5.650924024640657;21.263485957367433;Baixo
33969983;Empresa Comercial 4747;2;2024-03-29;4711302;266129.8433220356;RJ;Duque de Caxias;500000;2000000;0.1330649216610178;2.21492128678987;21.244683379030207;Baixo
15478878;Empresa Comercial 4919;2;2024-10-04;4711302;56686.69113071949;RJ;Rio de Janeiro;500000;2000000;0.0283433455653597;1.6974674880219027;21.2426476505043;Baixo
63074103;Empresa Comercial 4785;2;2024-05-10;5611201;110205.67011588582;RJ;Rio de Janeiro;45000;90000;1.2245074457320646;2.099931553730322;21.23916803871233;Baixo
53309893;Empresa Comercial 1234;2;2013-09-14;4711302;491311.8096945985;RJ;Duque de Caxias;500000;2000000;0.2456559048472992;12.752908966461328;21.186904296137342;Baixo
22613997;Empresa Comercial 4713;2;2024-02-21;4781400;197717.7598902162;RJ;Duque de Caxias;80000;150000;1.318118399268108;2.316221765913758;21.154548989124166;Baixo
30974295;Empresa Comercial 4732;2;2024-03-13;4711302;9775.847656868464;RJ;Niterói;500000;2000000;0.0048879238284342;2.2587268993839835;21.14219280330689;Baixo
73382571;Empresa Comercial 4927;2;2024-10-13;4781400;99918.761624549;RJ;Duque de Caxias;80000;150000;0.6661250774969933;1.672826830937714;21.106209087796167;Baixo
40190179;Empresa Comercial 2645;2;2017-12-08;5611201;337530.7820177277;RJ;Duque de Caxias;45000;90000;3.750342022419197;8.5201916495551;21.0426920987702;Baixo
57704340;Empresa Comercial 4643;2;2023-12-06;4711302;273508.8054148356;RJ;Rio de Janeiro;500000;2000000;0.1367544027074178;2.5270362765229293;21.001974178531835;Baixo
65403796;Empresa Comercial 291;2;2010-11-15;5611201;216409.8376337002;RJ;Niterói;45000;90000;2.4045537514855577;15.58384668035592;20.984523926685284;Baixo
59905866;Empresa Comercial 214;2;2010-08-23;5611201;195764.9194744849;RJ;Duque de Caxias;45000;90000;2.175165771938721;15.813826146475018;20.979214577866934;Baixo
34562662;Empresa Comercial 4541;2;2023-08-17;4781400;268077.0093985276;RJ;Niterói;80000;150000;1.7871800626568508;2.830937713894593;20.940988476620305;Baixo
74374460;Empresa Comercial 4898;2;2024-09-11;5611201;19627.315559051967;RJ;Duque de Caxias;45000;90000;0.2180812839894663;1.7604380561259412;20.933705750318808;Baixo
46515315;Empresa Comercial 4477;2;2023-06-07;4711302;344312.8649661549;RJ;Duque de Caxias;500000;2000000;0.1721564324830774;3.025325119780972;20.891595652525375;Baixo
13693305;Empresa Comercial 470;2;2011-05-31;5611201;231509.6186820072;RJ;Niterói;45000;90000;2.5723290964667465;15.044490075290897;20.889948915503798;Baixo
